country_code,year,avg_wage,country_name
AUS,1990,51711.294,Australia
AUS,1991,51489.238,Australia
AUS,1992,52540.8,Australia
AUS,1993,53031.484,Australia
AUS,1994,53388.129,Australia
AUS,1995,53190.866,Australia
AUS,1996,54728.166,Australia
AUS,1997,56437.01,Australia
AUS,1998,57246.446,Australia
AUS,1999,58543.795,Australia
AUS,2000,58708.938,Australia
AUS,2001,59285.415,Australia
AUS,2002,59823.989,Australia
AUS,2003,60673.073,Australia
AUS,2004,62580.879,Australia
AUS,2005,63308.452,Australia
AUS,2006,63733.515,Australia
AUS,2007,65497.773,Australia
AUS,2008,65966.319,Australia
AUS,2009,65331.083,Australia
AUS,2010,67656.87,Australia
AUS,2011,69897.927,Australia
AUS,2012,70378.632,Australia
AUS,2013,70147.858,Australia
AUS,2014,70851.065,Australia
AUS,2015,70450.329,Australia
AUS,2016,70801.922,Australia
AUS,2017,70596.551,Australia
AUS,2018,70841.899,Australia
AUS,2019,71532.014,Australia
AUS,2020,73067.231,Australia
AUS,2021,73869.688,Australia
AUS,2022,72262.91,Australia
AUS,2023,71458.588,Australia
AUS,2024,71238.235,Australia
AUS,2025,72018.439,Australia
CAN,1990,49252.332,Canada
CAN,1991,49438.258,Canada
CAN,1992,50159.97,Canada
CAN,1993,50051.322,Canada
CAN,1994,49482.486,Canada
CAN,1995,49371.74,Canada
CAN,1996,49809.689,Canada
CAN,1997,51334.611,Canada
CAN,1998,52196.378,Canada
CAN,1999,52620.625,Canada
CAN,2000,54216.151,Canada
CAN,2001,53993.002,Canada
CAN,2002,53557.822,Canada
CAN,2003,53574.389,Canada
CAN,2004,54731.911,Canada
CAN,2005,56312.842,Canada
CAN,2006,58027.665,Canada
CAN,2007,59577.297,Canada
CAN,2008,60621.31,Canada
CAN,2009,61019.493,Canada
CAN,2010,61126.935,Canada
CAN,2011,61947.466,Canada
CAN,2012,62788.238,Canada
CAN,2013,63427.514,Canada
CAN,2014,64161.792,Canada
CAN,2015,64666.732,Canada
CAN,2016,63420.973,Canada
CAN,2017,64442.524,Canada
CAN,2018,65596.031,Canada
CAN,2019,65969.788,Canada
CAN,2020,68085.984,Canada
CAN,2021,68433.651,Canada
CAN,2022,67333.781,Canada
CAN,2023,67036.17,Canada
CAN,2024,67767.556,Canada
CAN,2025,67900.601,Canada
CHE,1990,68064.792,Switzerland
CHE,1991,69328.93,Switzerland
CHE,1992,69939.274,Switzerland
CHE,1993,70435.359,Switzerland
CHE,1994,71437.101,Switzerland
CHE,1995,72225.232,Switzerland
CHE,1996,70917.996,Switzerland
CHE,1997,72250.759,Switzerland
CHE,1998,72764.027,Switzerland
CHE,1999,73566.02,Switzerland
CHE,2000,74867.2,Switzerland
CHE,2001,78869.7,Switzerland
CHE,2002,80489.165,Switzerland
CHE,2003,80197.872,Switzerland
CHE,2004,79044.97,Switzerland
CHE,2005,80327.852,Switzerland
CHE,2006,80735.384,Switzerland
