country_code,country_name,year,personnel,population,per_1000
ITA,Italy,2019,171000,59729081.0,2.8629270220983307
ITA,Italy,2020,166000,59438851.0,2.7927861526125395
ITA,Italy,2021,162000,59133173.0,2.7395790176860624
ITA,Italy,2022,161000,59013667.0,2.728181592240319
JPN,Japan,1860,12000,,
JPN,Japan,1861,12000,,
JPN,Japan,1862,12000,,
JPN,Japan,1863,0,,
JPN,Japan,1864,0,,
JPN,Japan,1865,0,,
JPN,Japan,1866,0,,
JPN,Japan,1867,0,,
JPN,Japan,1868,0,,
JPN,Japan,1869,6000,,
JPN,Japan,1870,6000,,
JPN,Japan,1871,17000,,
JPN,Japan,1872,20000,,
JPN,Japan,1873,40000,,
JPN,Japan,1874,41000,,
JPN,Japan,1875,41000,,
JPN,Japan,1876,37000,,
JPN,Japan,1877,38000,,
JPN,Japan,1878,43000,,
JPN,Japan,1879,44000,,
JPN,Japan,1880,45000,,
JPN,Japan,1881,46000,,
JPN,Japan,1882,47000,,
JPN,Japan,1883,48000,,
JPN,Japan,1884,48000,,
JPN,Japan,1885,52000,,
JPN,Japan,1886,56000,,
JPN,Japan,1887,62000,,
JPN,Japan,1888,62000,,
JPN,Japan,1889,69000,,
JPN,Japan,1890,71000,,
JPN,Japan,1891,89000,,
JPN,Japan,1892,79000,,
JPN,Japan,1893,71000,,
JPN,Japan,1894,83000,,
JPN,Japan,1895,207000,,
JPN,Japan,1896,103000,,
JPN,Japan,1897,132000,,
JPN,Japan,1898,156000,,
JPN,Japan,1899,147000,,
JPN,Japan,1900,182000,,
JPN,Japan,1901,206000,,
JPN,Japan,1902,209000,,
JPN,Japan,1903,214000,,
JPN,Japan,1904,218000,,
JPN,Japan,1905,250000,,
JPN,Japan,1906,266000,,
JPN,Japan,1907,262000,,
JPN,Japan,1908,273000,,
JPN,Japan,1909,273000,,
JPN,Japan,1910,283000,,
JPN,Japan,1911,274000,,
JPN,Japan,1912,275000,,
JPN,Japan,1913,296000,,
JPN,Japan,1914,300000,,
JPN,Japan,1915,650000,,
JPN,Japan,1916,650000,,
JPN,Japan,1917,660000,,
JPN,Japan,1918,660000,,
JPN,Japan,1919,306000,,
JPN,Japan,1920,306000,,
JPN,Japan,1921,306000,,
JPN,Japan,1922,306000,,
JPN,Japan,1923,306000,,
JPN,Japan,1924,306000,,
JPN,Japan,1925,306000,,
JPN,Japan,1926,302000,,
JPN,Japan,1927,274000,,
JPN,Japan,1928,285000,,
JPN,Japan,1929,296000,,
JPN,Japan,1930,293000,,
JPN,Japan,1931,292000,,
JPN,Japan,1932,370000,,
JPN,Japan,1933,371000,,
JPN,Japan,1934,399000,,
JPN,Japan,1935,410000,,
JPN,Japan,1936,416000,,
JPN,Japan,1937,393000,,
JPN,Japan,1938,370000,,
JPN,Japan,1939,957000,,
JPN,Japan,1940,957000,,
JPN,Japan,1941,3075000,,
JPN,Japan,1942,3075000,,
JPN,Japan,1943,3075000,,
JPN,Japan,1944,4325000,,
JPN,Japan,1945,6095000,,
JPN,Japan,1952,119000,,
JPN,Japan,1953,123000,,
JPN,Japan,1954,165000,,
JPN,Japan,1955,196000,,
JPN,Japan,1956,215000,,
JPN,Japan,1957,224000,,
JPN,Japan,1958,243000,,
JPN,Japan,1959,255000,,
JPN,Japan,1960,263000,93216000.0,2.821404050806729
JPN,Japan,1961,230000,94055000.0,2.4453777045345806
JPN,Japan,1962,235000,94933000.0,2.475430040133568
JPN,Japan,1963,243000,95900000.0,2.5338894681960378
JPN,Japan,1964,244000,96903000.0,2.517981899425198
JPN,Japan,1965,246000,97952000.0,2.5114341718392685
JPN,Japan,1966,227000,98851000.0,2.296385469039261
JPN,Japan,1967,231000,99879000.0,2.312798486168264
JPN,Japan,1968,235000,101011000.0,2.3264792943342805
JPN,Japan,1969,236000,102219000.0,2.308768428570031
JPN,Japan,1970,236000,103403000.0,2.2823322340744467
JPN,Japan,1971,234000,105697000.0,2.213875512076975
JPN,Japan,1972,233000,107188000.0,2.1737507929992166
JPN,Japan,1973,233000,108707000.0,2.143376231521429
JPN,Japan,1974,237000,110162000.0,2.1513770628710445
JPN,Japan,1975,237000,111573000.0,2.1241698260331803
JPN,Japan,1976,236000,112775000.0,2.0926623808468188
JPN,Japan,1977,236000,113872000.0,2.0725024589012224
JPN,Japan,1978,239000,114913000.0,2.079834309434094
JPN,Japan,1979,239000,115890000.0,2.062300457330227
JPN,Japan,1980,242000,116807000.0,2.071793642504302
JPN,Japan,1981,241000,117661000.0,2.0482572815121407
JPN,Japan,1982,243000,118480000.0,2.0509790681971642
JPN,Japan,1983,241000,119307000.0,2.0199988265566984
JPN,Japan,1984,241000,120083000.0,2.006945196239268
JPN,Japan,1985,241000,120837000.0,1.9944222382217367
JPN,Japan,1986,245000,121482000.0,2.016759684562322
JPN,Japan,1987,244000,122069000.0,1.9988694918447762
JPN,Japan,1988,245000,122578000.0,1.99872734095841
JPN,Japan,1989,247000,123069000.0,2.007004200895433
JPN,Japan,1990,250000,123478000.0,2.0246521647580944
JPN,Japan,1991,250000,123964000.0,2.0167145300248457
JPN,Japan,1992,242000,124425000.0,1.9449467550733373
JPN,Japan,1993,242000,124829000.0,1.9386520760400228
JPN,Japan,1994,233000,125178000.0,1.861349438399719
JPN,Japan,1995,240000,125472000.0,1.9127773527161438
JPN,Japan,1996,250000,125757000.0,1.9879609087366905
JPN,Japan,1997,250000,126057000.0,1.983229808737317
JPN,Japan,1998,255000,126400000.0,2.017405063291139
JPN,Japan,1999,240000,126631000.0,1.8952705103805545
JPN,Japan,2000,237000,126843000.0,1.868451550341761
JPN,Japan,2001,240000,127149000.0,1.8875492532383267
JPN,Japan,2002,240000,127445000.0,1.8831652869865432
JPN,Japan,2003,240000,127718000.0,1.87913998026903
JPN,Japan,2004,240000,127761000.0,1.8785075257707753
JPN,Japan,2005,240000,127773000.0,1.8783311028151488
JPN,Japan,2006,260000,127854000.0,2.0335695402568557
JPN,Japan,2007,240000,128001000.0,1.87498535167694
JPN,Japan,2008,240000,128063000.0,1.874077602430054
JPN,Japan,2009,230000,128047000.0,1.7962154521386677
JPN,Japan,2010,230000,128070000.0,1.7958928710861248
JPN,Japan,2011,248000,127833000.0,1.9400311343706242
JPN,Japan,2012,248000,127629000.0,1.9431320467918733
JPN,Japan,2013,247000,127445000.0,1.9380909411903176
JPN,Japan,2014,247000,127276000.0,1.9406643829158678
JPN,Japan,2015,247000,127141000.0,1.9427250060955947
JPN,Japan,2016,247000,127076000.0,1.9437187195064372
JPN,Japan,2017,247000,126972000.0,1.9453107771792204
JPN,Japan,2018,247000,126811000.0,1.9477805553146021
JPN,Japan,2019,247000,126633000.0,1.9505184272661944
JPN,Japan,2020,247000,126261000.0,1.9562651966957334
JPN,Japan,2021,247000,125681593.0,1.9652838104940316
JPN,Japan,2022,247000,125124989.0,1.9740261475667342
KOR,South Korea,1949,69000,,
KOR,South Korea,1950,109000,,
KOR,South Korea,1951,196000,,
KOR,South Korea,1952,335000,,
KOR,South Korea,1953,504000,,
KOR,South Korea,1954,630000,,
KOR,South Korea,1955,730000,,
KOR,South Korea,1956,650000,,
KOR,South Korea,1957,650000,,
KOR,South Korea,1958,650000,,
KOR,South Korea,1959,650000,,
KOR,South Korea,1960,650000,25012374.0,25.987137406469294
KOR,South Korea,1961,570000,25765673.0,22.122457270958925
KOR,South Korea,1962,570000,26513030.0,21.4988630118851
KOR,South Korea,1963,627000,27261747.0,22.999259731960684
KOR,South Korea,1964,600000,27984155.0,21.44070457013978
KOR,South Korea,1965,604000,28704674.0,21.041869348524912
KOR,South Korea,1966,572000,29435571.0,19.432271247600397
KOR,South Korea,1967,612000,30130983.0,20.311318751200385
KOR,South Korea,1968,620000,30838302.0,20.104868290089385
KOR,South Korea,1969,620000,31544266.0,19.654919217330974
KOR,South Korea,1970,645000,32240827.0,20.005690300686144
KOR,South Korea,1971,638000,32882704.0,19.40229732931939
KOR,South Korea,1972,635000,33505406.0,18.952165510246317
KOR,South Korea,1973,634000,34103149.0,18.590658592847248
KOR,South Korea,1974,634000,34692266.0,18.274966530004125
KOR,South Korea,1975,630000,35280725.0,17.856775902422637
KOR,South Korea,1976,610000,35848523.0,17.016042753002683
KOR,South Korea,1977,600000,36411795.0,16.478176920418232
KOR,South Korea,1978,600000,36969185.0,16.229732951916578
KOR,South Korea,1979,638000,37534236.0,16.997815008143498
KOR,South Korea,1980,600000,38123775.0,15.738210604799761
KOR,South Korea,1981,606000,38723248.0,15.64951369781791
KOR,South Korea,1982,601000,39326352.0,15.282373508735313
KOR,South Korea,1983,602000,39910403.0,15.083786550589329
KOR,South Korea,1984,602000,40405956.0,14.898793633295051
KOR,South Korea,1985,600000,40805744.0,14.703812286819229
KOR,South Korea,1986,604000,41213674.0,14.655330170273098
KOR,South Korea,1987,604000,41621690.0,14.511664471096681
KOR,South Korea,1988,626000,42031247.0,14.893681360441196
KOR,South Korea,1989,647000,42449038.0,15.241805950938158
KOR,South Korea,1990,650000,42869283.0,15.1623716216574
KOR,South Korea,1991,750000,43295704.0,17.322734837618068
KOR,South Korea,1992,750000,43747962.0,17.14365574332354
KOR,South Korea,1993,750000,44194628.0,16.970388346746578
KOR,South Korea,1994,750000,44641540.0,16.800495681824597
KOR,South Korea,1995,750000,45092991.0,16.632296580193582
KOR,South Korea,1996,670000,45524681.0,14.717291484151202
KOR,South Korea,1997,670000,45953580.0,14.579930442851243
KOR,South Korea,1998,670000,46286503.0,14.475061985132038
KOR,South Korea,1999,665000,46616677.0,14.265281070978096
KOR,South Korea,2000,683000,47008111.0,14.529407488848042
KOR,South Korea,2001,683000,47370164.0,14.41835835738293
KOR,South Korea,2002,686000,47644736.0,14.398232786933692
KOR,South Korea,2003,686000,47892330.0,14.323796733213857
KOR,South Korea,2004,687000,48082519.0,14.2879369527208
KOR,South Korea,2005,688000,48184561.0,14.27843246304558
KOR,South Korea,2006,688000,48438292.0,14.203638724503334
KOR,South Korea,2007,687000,48683638.0,14.111517302794832
KOR,South Korea,2008,687000,49054708.0,14.004771978257418
KOR,South Korea,2009,687000,49307835.0,13.932876996120394
KOR,South Korea,2010,687000,49554112.0,13.863632547789374
KOR,South Korea,2011,655000,49936638.0,13.116621907946627
KOR,South Korea,2012,655000,50199853.0,13.047846972778984
KOR,South Korea,2013,655000,50428893.0,12.988585730009977
KOR,South Korea,2014,655000,50746659.0,12.907253657822084
KOR,South Korea,2015,655000,51014947.0,12.839374311219023
KOR,South Korea,2016,628000,51217803.0,12.261361542587057
KOR,South Korea,2017,630000,51361911.0,12.265898751313983
KOR,South Korea,2018,625000,51585058.0,12.115911549425805
KOR,South Korea,2019,625000,51764822.0,12.073836552553006
KOR,South Korea,2020,599000,51836239.0,11.555622312799352
KOR,South Korea,2021,555000,51769539.0,10.72058995928088
KOR,South Korea,2022,555000,51672569.0,10.740708479193284
NLD,Netherlands,1816,26000,,
NLD,Netherlands,1817,27000,,
NLD,Netherlands,1818,27000,,
NLD,Netherlands,1819,27000,,
NLD,Netherlands,1820,27000,,
NLD,Netherlands,1821,27000,,
NLD,Netherlands,1822,27000,,
NLD,Netherlands,1823,28000,,
NLD,Netherlands,1824,28000,,
NLD,Netherlands,1825,28000,,
NLD,Netherlands,1826,28000,,
NLD,Netherlands,1827,29000,,
NLD,Netherlands,1828,29000,,
NLD,Netherlands,1829,29000,,
NLD,Netherlands,1830,30000,,
NLD,Netherlands,1831,80000,,
NLD,Netherlands,1832,38000,,
NLD,Netherlands,1833,38000,,
NLD,Netherlands,1834,32000,,
NLD,Netherlands,1835,32000,,
NLD,Netherlands,1836,32000,,
NLD,Netherlands,1837,43000,,
NLD,Netherlands,1838,32000,,
NLD,Netherlands,1839,32000,,
NLD,Netherlands,1840,22000,,
NLD,Netherlands,1841,24000,,
NLD,Netherlands,1842,26000,,
NLD,Netherlands,1843,28000,,
NLD,Netherlands,1844,30000,,
NLD,Netherlands,1845,32000,,
NLD,Netherlands,1846,32000,,
NLD,Netherlands,1847,33000,,
NLD,Netherlands,1848,32000,,
NLD,Netherlands,1849,31000,,
NLD,Netherlands,1850,30000,,
NLD,Netherlands,1851,30000,,
NLD,Netherlands,1852,29000,,
NLD,Netherlands,1853,31000,,
NLD,Netherlands,1854,33000,,
NLD,Netherlands,1855,38000,,
NLD,Netherlands,1856,38000,,
NLD,Netherlands,1857,38000,,
NLD,Netherlands,1858,38000,,
NLD,Netherlands,1859,38000,,
NLD,Netherlands,1860,39000,,
NLD,Netherlands,1861,39000,,
NLD,Netherlands,1862,39000,,
NLD,Netherlands,1863,39000,,
NLD,Netherlands,1864,39000,,
NLD,Netherlands,1865,39000,,
NLD,Netherlands,1866,38000,,
NLD,Netherlands,1867,38000,,
NLD,Netherlands,1868,39000,,
NLD,Netherlands,1869,39000,,
NLD,Netherlands,1870,39000,,
NLD,Netherlands,1871,39000,,
NLD,Netherlands,1872,39000,,
NLD,Netherlands,1873,39000,,
NLD,Netherlands,1874,40000,,
NLD,Netherlands,1875,41000,,
NLD,Netherlands,1876,41000,,
NLD,Netherlands,1877,39000,,
NLD,Netherlands,1878,40000,,
NLD,Netherlands,1879,40000,,
NLD,Netherlands,1880,41000,,
NLD,Netherlands,1881,43000,,
NLD,Netherlands,1882,44000,,
NLD,Netherlands,1883,45000,,
NLD,Netherlands,1884,46000,,
NLD,Netherlands,1885,46000,,
NLD,Netherlands,1886,44000,,
NLD,Netherlands,1887,37000,,
NLD,Netherlands,1888,38000,,
NLD,Netherlands,1889,38000,,
NLD,Netherlands,1890,42000,,
NLD,Netherlands,1891,34000,,
NLD,Netherlands,1892,30000,,
NLD,Netherlands,1893,29000,,
NLD,Netherlands,1894,29000,,
NLD,Netherlands,1895,29000,,
NLD,Netherlands,1896,29000,,
NLD,Netherlands,1897,29000,,
NLD,Netherlands,1898,29000,,
NLD,Netherlands,1899,29000,,
NLD,Netherlands,1900,31000,,
NLD,Netherlands,1901,31000,,
NLD,Netherlands,1902,35000,,
NLD,Netherlands,1903,31000,,
NLD,Netherlands,1904,31000,,
NLD,Netherlands,1905,34000,,
NLD,Netherlands,1906,28000,,
NLD,Netherlands,1907,28000,,
NLD,Netherlands,1908,27000,,
NLD,Netherlands,1909,27000,,
NLD,Netherlands,1910,28000,,
NLD,Netherlands,1911,45000,,
NLD,Netherlands,1912,46000,,
NLD,Netherlands,1913,45000,,
NLD,Netherlands,1914,41000,,
NLD,Netherlands,1915,33000,,
NLD,Netherlands,1916,28000,,
NLD,Netherlands,1917,23000,,
NLD,Netherlands,1918,19000,,
NLD,Netherlands,1919,14000,,
NLD,Netherlands,1920,14000,,
NLD,Netherlands,1921,14000,,
NLD,Netherlands,1922,15000,,
NLD,Netherlands,1923,15000,,
NLD,Netherlands,1924,15000,,
NLD,Netherlands,1925,16000,,
NLD,Netherlands,1926,16000,,
NLD,Netherlands,1927,14000,,
NLD,Netherlands,1928,14000,,
NLD,Netherlands,1929,14000,,
NLD,Netherlands,1930,14000,,
NLD,Netherlands,1931,16000,,
NLD,Netherlands,1932,16000,,
NLD,Netherlands,1933,16000,,
NLD,Netherlands,1934,16000,,
NLD,Netherlands,1935,16000,,
NLD,Netherlands,1936,15000,,
NLD,Netherlands,1937,16000,,
NLD,Netherlands,1938,16000,,
NLD,Netherlands,1939,47000,,
NLD,Netherlands,1940,64000,,
NLD,Netherlands,1945,87000,,
NLD,Netherlands,1946,100000,,
NLD,Netherlands,1947,233000,,
NLD,Netherlands,1948,233000,,
NLD,Netherlands,1949,233000,,
NLD,Netherlands,1950,226000,,
NLD,Netherlands,1951,218000,,
NLD,Netherlands,1952,211000,,
NLD,Netherlands,1953,203000,,
NLD,Netherlands,1954,196000,,
NLD,Netherlands,1955,188000,,
NLD,Netherlands,1956,181000,,
NLD,Netherlands,1957,173000,,
NLD,Netherlands,1958,166000,,
NLD,Netherlands,1959,158000,,
NLD,Netherlands,1960,151000,11486631.0,13.145716964356215
NLD,Netherlands,1961,141000,11638712.0,12.114742593510348
NLD,Netherlands,1962,141000,11805689.0,11.943394409254726
NLD,Netherlands,1963,130000,11965966.0,10.864145861688058
NLD,Netherlands,1964,125000,12127120.0,10.30747613613125
NLD,Netherlands,1965,125000,12294732.0,10.166956058903928
NLD,Netherlands,1966,120000,12456251.0,9.633717239641365
NLD,Netherlands,1967,120000,12598201.0,9.525169506344596
NLD,Netherlands,1968,120000,12729721.0,9.426758056991194
NLD,Netherlands,1969,120000,12877984.0,9.318228691695843
NLD,Netherlands,1970,115000,13038526.0,8.820015391310337
NLD,Netherlands,1971,110000,13194497.0,8.336808898436978
NLD,Netherlands,1972,115000,13328593.0,8.628067493695697
NLD,Netherlands,1973,111000,13439322.0,8.259345225897556
NLD,Netherlands,1974,110000,13545056.0,8.121044313142743
NLD,Netherlands,1975,107000,13666335.0,7.829458300268507
NLD,Netherlands,1976,106000,13774037.0,7.695637814825094
NLD,Netherlands,1977,103000,13856185.0,7.433503522073356
NLD,Netherlands,1978,106000,13941700.0,7.603090010543908
NLD,Netherlands,1979,107000,14038270.0,7.622021801831708
NLD,Netherlands,1980,107000,14149800.0,7.561944338435879
NLD,Netherlands,1981,108000,14247208.0,7.580432601250715
NLD,Netherlands,1982,106000,14312690.0,7.406015221457322
NLD,Netherlands,1983,104000,14367070.0,7.238775895154683
NLD,Netherlands,1984,103000,14424211.0,7.140771859202559
NLD,Netherlands,1985,103000,14491632.0,7.1075500675148255
NLD,Netherlands,1986,106000,14572278.0,7.274085767510063
NLD,Netherlands,1987,106000,14665037.0,7.228075865066007
NLD,Netherlands,1988,107000,14760094.0,7.249276325746977
NLD,Netherlands,1989,106000,14848907.0,7.138572556215754
NLD,Netherlands,1990,104000,14951510.0,6.955819178129834
NLD,Netherlands,1991,104000,15069798.0,6.901220573759515
NLD,Netherlands,1992,90000,15184166.0,5.927227086426742
NLD,Netherlands,1993,86000,15290368.0,5.624455866595231
NLD,Netherlands,1994,77000,15382838.0,5.005578294460359
NLD,Netherlands,1995,67000,15459006.0,4.334043210798935
NLD,Netherlands,1996,64000,15530498.0,4.120923875074707
NLD,Netherlands,1997,57000,15610650.0,3.6513534029652837
NLD,Netherlands,1998,55000,15707209.0,3.5015768874024658
NLD,Netherlands,1999,54000,15812088.0,3.41510874465156
NLD,Netherlands,2000,52000,15925513.0,3.2652009388959717
NLD,Netherlands,2001,50000,16046180.0,3.116006426451654
NLD,Netherlands,2002,50000,16148929.0,3.0961805578561896
NLD,Netherlands,2003,53000,16225302.0,3.266503144286621
NLD,Netherlands,2004,53000,16281779.0,3.2551725459484495
NLD,Netherlands,2005,53000,16319868.0,3.247575286760898
NLD,Netherlands,2006,53000,16346101.0,3.2423634235466916
NLD,Netherlands,2007,53000,16381696.0,3.235318247878608
NLD,Netherlands,2008,46000,16445593.0,2.7971019348466184
NLD,Netherlands,2009,41000,16530388.0,2.4802805596577646
NLD,Netherlands,2010,47000,16615394.0,2.8287021060108475
NLD,Netherlands,2011,37000,16693074.0,2.2164881075828213
NLD,Netherlands,2012,37000,16754962.0,2.2083010394174574
NLD,Netherlands,2013,37000,16804432.0,2.201800096545959
NLD,Netherlands,2014,37000,16865008.0,2.1938916364581624
NLD,Netherlands,2015,37000,16939923.0,2.184189385040298
NLD,Netherlands,2016,36000,17030314.0,2.1138776419507
NLD,Netherlands,2017,35000,17131296.0,2.0430444958746845
NLD,Netherlands,2018,35000,17231624.0,2.0311492404894627
NLD,Netherlands,2019,35000,17344874.0,2.0178872443812508
NLD,Netherlands,2020,35000,17441500.0,2.006708138634865
NLD,Netherlands,2021,34000,17533044.0,1.9391954985112683
NLD,Netherlands,2022,34000,17700982.0,1.920797388529066
NOR,Norway,1905,32000,,
NOR,Norway,1906,7000,,
NOR,Norway,1907,7000,,
NOR,Norway,1908,7000,,
NOR,Norway,1909,7000,,
NOR,Norway,1910,5000,,
NOR,Norway,1911,5000,,
NOR,Norway,1912,5000,,
NOR,Norway,1913,5000,,
NOR,Norway,1914,5000,,
NOR,Norway,1915,5000,,
NOR,Norway,1916,5000,,
NOR,Norway,1917,7000,,
NOR,Norway,1918,7000,,
NOR,Norway,1919,7000,,
NOR,Norway,1920,7000,,
NOR,Norway,1921,7000,,
NOR,Norway,1922,7000,,
NOR,Norway,1923,7000,,
NOR,Norway,1924,7000,,
NOR,Norway,1925,6000,,
NOR,Norway,1926,7000,,
NOR,Norway,1927,6000,,
NOR,Norway,1928,6000,,
NOR,Norway,1929,6000,,
NOR,Norway,1930,4000,,
NOR,Norway,1931,5000,,
NOR,Norway,1932,5000,,
NOR,Norway,1933,5000,,
NOR,Norway,1934,4000,,
NOR,Norway,1935,4000,,
NOR,Norway,1936,4000,,
NOR,Norway,1937,4000,,
NOR,Norway,1938,4000,,
NOR,Norway,1939,4000,,
NOR,Norway,1940,4000,,
NOR,Norway,1945,4000,,
NOR,Norway,1946,33000,,
NOR,Norway,1947,30000,,
NOR,Norway,1948,30000,,
NOR,Norway,1949,30000,,
NOR,Norway,1950,30000,,
NOR,Norway,1951,30000,,
NOR,Norway,1952,31000,,
NOR,Norway,1953,31000,,
NOR,Norway,1954,32000,,
NOR,Norway,1955,33000,,
NOR,Norway,1956,34000,,
NOR,Norway,1957,34000,,
NOR,Norway,1958,35000,,
NOR,Norway,1959,36000,,
NOR,Norway,1960,37000,3581239.0,10.331619866755611
NOR,Norway,1961,32000,3609800.0,8.864757050252091
NOR,Norway,1962,34000,3638918.0,9.343436702888058
NOR,Norway,1963,35000,3666537.0,9.545792119375857
NOR,Norway,1964,35000,3694339.0,9.473954610012779
NOR,Norway,1965,35000,3723168.0,9.40059648127616
NOR,Norway,1966,35000,3753012.0,9.325842816383213
NOR,Norway,1967,35000,3784539.0,9.248154134493
NOR,Norway,1968,35000,3816486.0,9.170739785236997
NOR,Norway,1969,35000,3847707.0,9.096326721343388
NOR,Norway,1970,35000,3875763.0,9.030479933886566
NOR,Norway,1971,35000,3903039.0,8.967371322705205
NOR,Norway,1972,35000,3933004.0,8.899050191660114
NOR,Norway,1973,39000,3960612.0,9.84696304510515
NOR,Norway,1974,40000,3985258.0,10.036991331552438
NOR,Norway,1975,38000,4007313.0,9.482663320783777
NOR,Norway,1976,39000,4026152.0,9.686668560948519
NOR,Norway,1977,39000,4043205.0,9.64581316059908
NOR,Norway,1978,40000,4058671.0,9.85544282845296
NOR,Norway,1979,40000,4072517.0,9.821935672705601
NOR,Norway,1980,40000,4085620.0,9.790435723341867
NOR,Norway,1981,39000,4099702.0,9.512886546388007
NOR,Norway,1982,40000,4114787.0,9.721037808275375
NOR,Norway,1983,41000,4128432.0,9.931131238203754
NOR,Norway,1984,39000,4140099.0,9.42006459265829
NOR,Norway,1985,36000,4152516.0,8.669442814910287
NOR,Norway,1986,38000,4167354.0,9.1184958129307
NOR,Norway,1987,38000,4186905.0,9.075916458577398
NOR,Norway,1988,40000,4209488.0,9.502343277852319
NOR,Norway,1989,43000,4226901.0,10.172937572940555
NOR,Norway,1990,51000,4241473.0,12.024124637832188
NOR,Norway,1991,41000,4261732.0,9.620501711510718
NOR,Norway,1992,36000,4286401.0,8.398654255633105
NOR,Norway,1993,32000,4311991.0,7.421165767739311
NOR,Norway,1994,33000,4336613.0,7.609625299744294
NOR,Norway,1995,38000,4359184.0,8.71722781144361
NOR,Norway,1996,38000,4381336.0,8.673153576899832
NOR,Norway,1997,33000,4405157.0,7.491219949708944
NOR,Norway,1998,33000,4431464.0,7.44674897505655
NOR,Norway,1999,33000,4461913.0,7.395930848494805
NOR,Norway,2000,27000,4490967.0,6.012068224950217
NOR,Norway,2001,27000,4513751.0,5.981721189316823
NOR,Norway,2002,27000,4538159.0,5.949549145369301
NOR,Norway,2003,27000,4564855.0,5.914755233189225
NOR,Norway,2004,26000,4591910.0,5.662131879762452
NOR,Norway,2005,26000,4623291.0,5.623699654639953
NOR,Norway,2006,26000,4660677.0,5.578588690012202
NOR,Norway,2007,23000,4709153.0,4.884105485636165
NOR,Norway,2008,16000,4768212.0,3.355555499629631
NOR,Norway,2009,19000,4828726.0,3.934785282908991
NOR,Norway,2010,24000,4889252.0,4.908726324599346
NOR,Norway,2011,26000,4953088.0,5.249250568534216
NOR,Norway,2012,24000,5018573.0,4.782235906501709
NOR,Norway,2013,24000,5079623.0,4.7247600855417815
NOR,Norway,2014,26000,5137232.0,5.061091264712203
NOR,Norway,2015,26000,5188607.0,5.01097886195659
NOR,Norway,2016,26000,5234519.0,4.967027533952976
NOR,Norway,2017,25000,5276968.0,4.737568997954886
NOR,Norway,2018,24000,5311916.0,4.518143735706664
NOR,Norway,2019,23000,5347896.0,4.300756783602373
NOR,Norway,2020,23000,5379475.0,4.2755101566602685
NOR,Norway,2021,25000,5408320.0,4.622507543932312
NOR,Norway,2022,25000,5457127.0,4.581165144223325
NZL,New Zealand,1922,1000,,
NZL,New Zealand,1923,1000,,
NZL,New Zealand,1924,1000,,
NZL,New Zealand,1925,1000,,
NZL,New Zealand,1926,1000,,
NZL,New Zealand,1927,1000,,
NZL,New Zealand,1928,1000,,
NZL,New Zealand,1929,1000,,
NZL,New Zealand,1930,1000,,
NZL,New Zealand,1931,1000,,
NZL,New Zealand,1932,1000,,
NZL,New Zealand,1933,1000,,
NZL,New Zealand,1934,1000,,
NZL,New Zealand,1935,1000,,
NZL,New Zealand,1936,1000,,
NZL,New Zealand,1937,1000,,
NZL,New Zealand,1938,1000,,
NZL,New Zealand,1939,1000,,
NZL,New Zealand,1940,1000,,
NZL,New Zealand,1941,100000,,
NZL,New Zealand,1942,154000,,
NZL,New Zealand,1944,157000,,
NZL,New Zealand,1950,9000,,
NZL,New Zealand,1951,9000,,
NZL,New Zealand,1952,10000,,
NZL,New Zealand,1953,10000,,
NZL,New Zealand,1954,10000,,
NZL,New Zealand,1955,10000,,
NZL,New Zealand,1956,11000,,
NZL,New Zealand,1957,12000,,
NZL,New Zealand,1958,11000,,
NZL,New Zealand,1959,12000,,
NZL,New Zealand,1960,12000,2371800.0,5.0594485201113075
NZL,New Zealand,1961,13000,2419700.0,5.37256684712981
NZL,New Zealand,1962,12000,2482000.0,4.834810636583401
NZL,New Zealand,1963,12000,2531800.0,4.739710877636464
NZL,New Zealand,1964,13000,2585400.0,5.028235476135221
NZL,New Zealand,1965,13000,2628400.0,4.945974737482879
NZL,New Zealand,1966,13000,2675900.0,4.858178556747262
NZL,New Zealand,1967,13000,2724100.0,4.772218347344077
NZL,New Zealand,1968,13000,2748100.0,4.730541101124413
NZL,New Zealand,1969,14000,2772800.0,5.049047893825736
NZL,New Zealand,1970,14000,2810700.0,4.980965595759064
NZL,New Zealand,1971,14000,2853000.0,4.907115317209954
NZL,New Zealand,1972,14000,2903900.0,4.8211026550501055
NZL,New Zealand,1973,13000,2961300.0,4.3899638672204775
NZL,New Zealand,1974,13000,3023700.0,4.299368323577075
NZL,New Zealand,1975,13000,3083100.0,4.21653530537446
NZL,New Zealand,1976,13000,3110500.0,4.179392380646198
NZL,New Zealand,1977,13000,3120200.0,4.1663995897698864
NZL,New Zealand,1978,13000,3121200.0,4.165064718697937
NZL,New Zealand,1979,13000,3109000.0,4.18140881312319
NZL,New Zealand,1980,13000,3112900.0,4.176170130746249
NZL,New Zealand,1981,12000,3124900.0,3.840122883932286
NZL,New Zealand,1982,12000,3156100.0,3.8021608947751973
NZL,New Zealand,1983,13000,3199300.0,4.063388866314506
NZL,New Zealand,1984,13000,3227100.0,4.028384617768276
NZL,New Zealand,1985,13000,3247100.0,4.0035724184657075
NZL,New Zealand,1986,12000,3246300.0,3.696516033638296
NZL,New Zealand,1987,13000,3274400.0,3.9701930124602978
NZL,New Zealand,1988,13000,3283400.0,3.9593104708533837
NZL,New Zealand,1989,12000,3299200.0,3.637245392822502
NZL,New Zealand,1990,11000,3329800.0,3.3035017118145236
