city,pollutant,unit,year,value,n_stations
Trois-Rivières,O3,ppb,2017,25.0,1
Trois-Rivières,O3,ppb,2018,27.0,1
Trois-Rivières,O3,ppb,2019,27.0,1
Trois-Rivières,O3,ppb,2020,26.0,1
Trois-Rivières,O3,ppb,2022,26.0,1
Trois-Rivières,O3,ppb,2024,26.0,1
Vancouver,O3,ppb,1974,12.86,2
Vancouver,O3,ppb,1975,12.3,2
Vancouver,O3,ppb,1976,10.2,3
Vancouver,O3,ppb,1977,8.83,3
Vancouver,O3,ppb,1978,9.84,3
Vancouver,O3,ppb,1979,10.79,3
Vancouver,O3,ppb,1980,10.71,2
Vancouver,O3,ppb,1981,11.13,2
Vancouver,O3,ppb,1982,9.2,3
Vancouver,O3,ppb,1983,9.99,5
Vancouver,O3,ppb,1984,9.65,5
Vancouver,O3,ppb,1985,9.55,5
Vancouver,O3,ppb,1986,9.25,5
Vancouver,O3,ppb,1987,8.83,5
Vancouver,O3,ppb,1988,7.6,2
Vancouver,O3,ppb,1989,9.02,4
Vancouver,O3,ppb,1990,9.41,4
Vancouver,O3,ppb,1991,10.1,5
Vancouver,O3,ppb,1992,11.65,4
Vancouver,O3,ppb,1993,9.02,4
Vancouver,O3,ppb,1995,10.03,4
Vancouver,O3,ppb,1996,10.48,4
Vancouver,O3,ppb,1997,10.14,4
Vancouver,O3,ppb,1998,11.87,4
Vancouver,O3,ppb,1999,12.42,4
Vancouver,O3,ppb,2000,10.54,4
Vancouver,O3,ppb,2001,11.45,4
Vancouver,O3,ppb,2003,12.47,4
Vancouver,O3,ppb,2004,11.45,4
Vancouver,O3,ppb,2005,14.53,17
Vancouver,O3,ppb,2006,17.33,18
Vancouver,O3,ppb,2007,15.35,17
Vancouver,O3,ppb,2008,16.06,18
Vancouver,O3,ppb,2009,17.17,18
Vancouver,O3,ppb,2010,17.82,17
Vancouver,O3,ppb,2011,18.28,18
Vancouver,O3,ppb,2012,18.89,19
Vancouver,O3,ppb,2013,16.68,19
Vancouver,O3,ppb,2014,18.06,17
Vancouver,O3,ppb,2015,12.67,3
Vancouver,O3,ppb,2016,17.45,20
Vancouver,O3,ppb,2017,13.75,4
Vancouver,O3,ppb,2018,17.95,20
Vancouver,O3,ppb,2019,17.0,20
Vancouver,O3,ppb,2020,18.15,20
Vancouver,O3,ppb,2021,19.79,19
Vancouver,O3,ppb,2022,17.7,20
Vancouver,O3,ppb,2023,19.0,19
Vancouver,O3,ppb,2024,18.58,19
Victoria,O3,ppb,1975,23.59,1
Victoria,O3,ppb,1976,22.32,1
Victoria,O3,ppb,1977,23.62,1
Victoria,O3,ppb,1978,12.3,1
Victoria,O3,ppb,1979,15.48,1
Victoria,O3,ppb,1980,14.0,1
Victoria,O3,ppb,1982,13.86,1
Victoria,O3,ppb,1985,14.1,1
Victoria,O3,ppb,1986,14.25,1
Victoria,O3,ppb,1987,17.34,1
Victoria,O3,ppb,1992,12.39,1
Victoria,O3,ppb,1993,14.4,1
Victoria,O3,ppb,1995,17.49,1
Victoria,O3,ppb,1996,17.4,1
Victoria,O3,ppb,1997,18.03,1
Victoria,O3,ppb,1999,18.67,1
Victoria,O3,ppb,2000,16.2,1
Victoria,O3,ppb,2001,16.47,1
Victoria,O3,ppb,2003,20.2,2
Victoria,O3,ppb,2004,19.0,3
Victoria,O3,ppb,2005,16.0,1
Victoria,O3,ppb,2006,25.0,2
Victoria,O3,ppb,2008,23.5,2
Victoria,O3,ppb,2009,20.0,1
Victoria,O3,ppb,2010,19.0,1
Victoria,O3,ppb,2011,16.0,1
Victoria,O3,ppb,2012,21.0,1
Victoria,O3,ppb,2013,18.0,1
Victoria,O3,ppb,2014,21.0,1
Victoria,O3,ppb,2015,19.5,2
Victoria,O3,ppb,2016,21.0,1
Victoria,O3,ppb,2017,22.5,2
Victoria,O3,ppb,2018,22.0,1
Victoria,O3,ppb,2019,20.0,1
Victoria,O3,ppb,2020,21.0,1
Victoria,O3,ppb,2021,22.0,1
Victoria,O3,ppb,2022,20.0,1
Victoria,O3,ppb,2023,22.0,1
Victoria,O3,ppb,2024,22.0,1
Windsor,O3,ppb,1974,14.02,1
Windsor,O3,ppb,1975,17.24,1
Windsor,O3,ppb,1976,20.73,1
Windsor,O3,ppb,1977,20.8,1
Windsor,O3,ppb,1978,17.94,1
Windsor,O3,ppb,1979,15.93,1
Windsor,O3,ppb,1980,19.65,1
Windsor,O3,ppb,1981,18.41,1
Windsor,O3,ppb,1982,18.34,1
Windsor,O3,ppb,1983,18.38,1
Windsor,O3,ppb,1984,18.64,1
Windsor,O3,ppb,1985,19.59,1
Windsor,O3,ppb,1986,17.38,1
Windsor,O3,ppb,1987,17.77,1
Windsor,O3,ppb,1988,21.8,1
Windsor,O3,ppb,1989,20.78,1
Windsor,O3,ppb,1990,17.09,1
Windsor,O3,ppb,1991,17.42,1
Windsor,O3,ppb,1992,15.13,1
Windsor,O3,ppb,1993,17.51,2
Windsor,O3,ppb,1995,18.84,2
Windsor,O3,ppb,1996,20.56,2
Windsor,O3,ppb,1997,19.25,2
Windsor,O3,ppb,1998,19.81,2
Windsor,O3,ppb,1999,20.42,2
Windsor,O3,ppb,2000,17.85,2
Windsor,O3,ppb,2001,19.82,2
Windsor,O3,ppb,2003,22.93,2
Windsor,O3,ppb,2004,21.45,2
Windsor,O3,ppb,2005,25.5,2
Windsor,O3,ppb,2006,24.5,2
Windsor,O3,ppb,2007,26.0,2
Windsor,O3,ppb,2008,26.5,2
Windsor,O3,ppb,2009,25.0,2
Windsor,O3,ppb,2010,27.5,2
Windsor,O3,ppb,2011,26.5,2
Windsor,O3,ppb,2012,28.0,2
Windsor,O3,ppb,2013,27.0,2
Windsor,O3,ppb,2014,26.5,2
Windsor,O3,ppb,2015,26.5,2
Windsor,O3,ppb,2016,28.0,2
Windsor,O3,ppb,2017,27.0,2
Windsor,O3,ppb,2018,27.0,2
Windsor,O3,ppb,2019,27.0,2
Windsor,O3,ppb,2020,26.5,2
Windsor,O3,ppb,2021,29.0,2
Windsor,O3,ppb,2022,30.0,2
Windsor,O3,ppb,2023,29.0,2
Windsor,O3,ppb,2024,29.0,2
Winnipeg,O3,ppb,1974,9.4,1
Winnipeg,O3,ppb,1975,9.87,1
Winnipeg,O3,ppb,1976,20.54,2
Winnipeg,O3,ppb,1977,17.97,2
Winnipeg,O3,ppb,1978,15.58,2
Winnipeg,O3,ppb,1979,17.99,2
Winnipeg,O3,ppb,1980,19.08,2
Winnipeg,O3,ppb,1981,15.3,2
Winnipeg,O3,ppb,1982,12.93,2
Winnipeg,O3,ppb,1983,20.45,2
Winnipeg,O3,ppb,1984,13.49,1
Winnipeg,O3,ppb,1985,15.69,2
Winnipeg,O3,ppb,1986,18.61,2
Winnipeg,O3,ppb,1987,19.38,2
Winnipeg,O3,ppb,1988,23.4,2
Winnipeg,O3,ppb,1989,17.43,1
Winnipeg,O3,ppb,1990,18.43,2
Winnipeg,O3,ppb,1991,17.81,2
Winnipeg,O3,ppb,1992,17.32,2
Winnipeg,O3,ppb,1993,14.5,2
Winnipeg,O3,ppb,1995,17.25,2
Winnipeg,O3,ppb,1996,16.28,2
Winnipeg,O3,ppb,1997,19.27,2
Winnipeg,O3,ppb,1998,19.03,2
Winnipeg,O3,ppb,1999,19.65,2
Winnipeg,O3,ppb,2000,17.04,2
Winnipeg,O3,ppb,2001,17.87,2
Winnipeg,O3,ppb,2003,21.73,2
Winnipeg,O3,ppb,2004,18.6,2
Winnipeg,O3,ppb,2005,19.5,2
Winnipeg,O3,ppb,2006,22.0,2
Winnipeg,O3,ppb,2007,22.0,2
Winnipeg,O3,ppb,2008,21.0,1
Winnipeg,O3,ppb,2009,20.5,2
Winnipeg,O3,ppb,2010,24.0,2
Winnipeg,O3,ppb,2011,25.0,2
Winnipeg,O3,ppb,2012,25.5,2
Winnipeg,O3,ppb,2013,26.5,2
Winnipeg,O3,ppb,2014,23.0,2
Winnipeg,O3,ppb,2015,24.0,1
Winnipeg,O3,ppb,2016,23.0,1
Winnipeg,O3,ppb,2017,24.0,1
Winnipeg,O3,ppb,2024,20.0,1
Yellowknife,O3,ppb,1999,22.07,1
Yellowknife,O3,ppb,2000,20.8,1
Yellowknife,O3,ppb,2001,18.95,1
Yellowknife,O3,ppb,2003,23.14,1
Yellowknife,O3,ppb,2004,23.78,1
Yellowknife,O3,ppb,2005,27.0,1
Yellowknife,O3,ppb,2006,26.0,1
Yellowknife,O3,ppb,2007,25.0,1
Yellowknife,O3,ppb,2008,24.0,1
Yellowknife,O3,ppb,2009,23.0,1
Yellowknife,O3,ppb,2010,26.0,1
Yellowknife,O3,ppb,2011,25.0,1
Yellowknife,O3,ppb,2012,27.0,1
Yellowknife,O3,ppb,2013,24.0,1
Yellowknife,O3,ppb,2014,24.0,1
Yellowknife,O3,ppb,2015,25.0,1
Yellowknife,O3,ppb,2016,26.0,1
Yellowknife,O3,ppb,2017,24.0,1
Yellowknife,O3,ppb,2018,26.0,1
Yellowknife,O3,ppb,2019,26.0,1
Yellowknife,O3,ppb,2020,22.0,1
Yellowknife,O3,ppb,2021,24.0,1
Yellowknife,O3,ppb,2022,24.0,1
Yellowknife,O3,ppb,2023,19.0,1
Abbotsford,PM2.5,µg/m³,2002,5.29,1
Abbotsford,PM2.5,µg/m³,2005,5.0,1
Abbotsford,PM2.5,µg/m³,2006,4.0,1
Abbotsford,PM2.5,µg/m³,2008,4.0,1
Abbotsford,PM2.5,µg/m³,2009,5.0,1
Abbotsford,PM2.5,µg/m³,2011,4.0,1
Abbotsford,PM2.5,µg/m³,2012,4.0,1
Abbotsford,PM2.5,µg/m³,2013,7.0,2
Abbotsford,PM2.5,µg/m³,2014,6.0,2
Abbotsford,PM2.5,µg/m³,2015,7.0,2
Abbotsford,PM2.5,µg/m³,2016,5.0,2
Abbotsford,PM2.5,µg/m³,2017,6.5,2
Abbotsford,PM2.5,µg/m³,2018,7.0,2
Abbotsford,PM2.5,µg/m³,2019,5.5,2
Abbotsford,PM2.5,µg/m³,2020,6.5,2
Abbotsford,PM2.5,µg/m³,2021,5.0,2
Abbotsford,PM2.5,µg/m³,2022,7.0,2
Abbotsford,PM2.5,µg/m³,2023,6.0,2
Abbotsford,PM2.5,µg/m³,2024,4.5,2
Calgary,PM2.5,µg/m³,1998,9.79,1
Calgary,PM2.5,µg/m³,1999,6.08,1
Calgary,PM2.5,µg/m³,2000,6.85,1
Calgary,PM2.5,µg/m³,2001,6.28,1
Calgary,PM2.5,µg/m³,2002,6.29,1
Calgary,PM2.5,µg/m³,2003,8.07,3
Calgary,PM2.5,µg/m³,2004,6.4,3
Calgary,PM2.5,µg/m³,2005,5.33,3
Calgary,PM2.5,µg/m³,2006,6.67,3
Calgary,PM2.5,µg/m³,2007,5.67,3
Calgary,PM2.5,µg/m³,2008,5.5,2
Calgary,PM2.5,µg/m³,2009,8.0,1
Calgary,PM2.5,µg/m³,2010,11.0,3
Calgary,PM2.5,µg/m³,2011,10.5,2
Calgary,PM2.5,µg/m³,2012,10.0,2
Calgary,PM2.5,µg/m³,2013,8.5,2
Calgary,PM2.5,µg/m³,2014,8.5,2
Calgary,PM2.5,µg/m³,2015,8.5,2
Calgary,PM2.5,µg/m³,2016,5.33,3
Calgary,PM2.5,µg/m³,2017,7.67,3
Calgary,PM2.5,µg/m³,2018,11.0,2
Calgary,PM2.5,µg/m³,2019,7.0,3
Calgary,PM2.5,µg/m³,2020,6.67,3
Calgary,PM2.5,µg/m³,2021,8.67,3
Calgary,PM2.5,µg/m³,2022,7.33,3
Calgary,PM2.5,µg/m³,2023,12.33,3
Calgary,PM2.5,µg/m³,2024,10.33,3
Charlottetown,PM2.5,µg/m³,2014,6.0,1
Charlottetown,PM2.5,µg/m³,2015,4.0,1
Charlottetown,PM2.5,µg/m³,2019,8.0,1
Charlottetown,PM2.5,µg/m³,2020,7.0,1
Charlottetown,PM2.5,µg/m³,2021,5.0,1
Charlottetown,PM2.5,µg/m³,2022,4.0,1
Charlottetown,PM2.5,µg/m³,2023,4.0,1
Charlottetown,PM2.5,µg/m³,2024,4.0,1
Edmonton,PM2.5,µg/m³,1999,8.77,1
Edmonton,PM2.5,µg/m³,2000,8.03,1
Edmonton,PM2.5,µg/m³,2001,6.97,3
Edmonton,PM2.5,µg/m³,2002,6.85,3
Edmonton,PM2.5,µg/m³,2003,7.25,3
Edmonton,PM2.5,µg/m³,2004,6.53,3
Edmonton,PM2.5,µg/m³,2005,5.67,3
Edmonton,PM2.5,µg/m³,2006,5.67,3
Edmonton,PM2.5,µg/m³,2007,5.33,3
Edmonton,PM2.5,µg/m³,2008,7.33,3
Edmonton,PM2.5,µg/m³,2009,9.5,2
Edmonton,PM2.5,µg/m³,2010,13.5,4
Edmonton,PM2.5,µg/m³,2011,9.0,4
Edmonton,PM2.5,µg/m³,2012,8.67,3
Edmonton,PM2.5,µg/m³,2013,8.25,4
Edmonton,PM2.5,µg/m³,2014,9.4,5
Edmonton,PM2.5,µg/m³,2015,8.6,5
Edmonton,PM2.5,µg/m³,2016,7.6,5
Edmonton,PM2.5,µg/m³,2017,8.0,4
Edmonton,PM2.5,µg/m³,2018,10.6,5
Edmonton,PM2.5,µg/m³,2019,7.8,5
Edmonton,PM2.5,µg/m³,2020,6.33,6
Edmonton,PM2.5,µg/m³,2021,8.4,5
Edmonton,PM2.5,µg/m³,2022,7.4,5
Edmonton,PM2.5,µg/m³,2023,18.6,5
Edmonton,PM2.5,µg/m³,2024,12.0,5
Fredericton,PM2.5,µg/m³,2000,5.01,1
Fredericton,PM2.5,µg/m³,2001,5.6,1
Fredericton,PM2.5,µg/m³,2002,6.21,1
Fredericton,PM2.5,µg/m³,2003,5.09,1
Fredericton,PM2.5,µg/m³,2004,4.14,1
Fredericton,PM2.5,µg/m³,2005,4.0,1
Fredericton,PM2.5,µg/m³,2006,4.0,1
Fredericton,PM2.5,µg/m³,2007,4.0,1
Fredericton,PM2.5,µg/m³,2008,4.0,1
Fredericton,PM2.5,µg/m³,2010,4.0,1
Fredericton,PM2.5,µg/m³,2011,5.0,1
Fredericton,PM2.5,µg/m³,2012,5.0,1
Fredericton,PM2.5,µg/m³,2013,4.0,1
Fredericton,PM2.5,µg/m³,2014,5.0,1
Fredericton,PM2.5,µg/m³,2015,6.0,1
Fredericton,PM2.5,µg/m³,2016,6.0,1
Fredericton,PM2.5,µg/m³,2018,6.0,1
Fredericton,PM2.5,µg/m³,2019,5.0,1
Fredericton,PM2.5,µg/m³,2020,6.0,1
Fredericton,PM2.5,µg/m³,2021,6.0,1
Fredericton,PM2.5,µg/m³,2022,6.0,1
Fredericton,PM2.5,µg/m³,2023,6.0,1
Fredericton,PM2.5,µg/m³,2024,4.0,1
Halifax,PM2.5,µg/m³,2002,4.13,1
Halifax,PM2.5,µg/m³,2003,4.31,1
Halifax,PM2.5,µg/m³,2004,4.05,1
Halifax,PM2.5,µg/m³,2005,4.0,1
Halifax,PM2.5,µg/m³,2007,3.0,1
Halifax,PM2.5,µg/m³,2008,6.0,1
Halifax,PM2.5,µg/m³,2009,4.0,1
Halifax,PM2.5,µg/m³,2010,6.0,2
Halifax,PM2.5,µg/m³,2011,6.5,2
Halifax,PM2.5,µg/m³,2012,7.0,2
Halifax,PM2.5,µg/m³,2013,6.0,2
Halifax,PM2.5,µg/m³,2014,5.0,2
Halifax,PM2.5,µg/m³,2015,4.5,2
Halifax,PM2.5,µg/m³,2016,5.0,2
Halifax,PM2.5,µg/m³,2017,5.5,2
Halifax,PM2.5,µg/m³,2018,5.0,2
Halifax,PM2.5,µg/m³,2019,5.0,2
Halifax,PM2.5,µg/m³,2020,5.5,2
Halifax,PM2.5,µg/m³,2021,5.0,2
Halifax,PM2.5,µg/m³,2022,5.0,2
Halifax,PM2.5,µg/m³,2023,5.0,1
Halifax,PM2.5,µg/m³,2024,4.0,2
Hamilton,PM2.5,µg/m³,1998,12.84,2
Hamilton,PM2.5,µg/m³,1999,10.79,2
Hamilton,PM2.5,µg/m³,2000,10.19,2
Hamilton,PM2.5,µg/m³,2001,9.62,2
Hamilton,PM2.5,µg/m³,2002,10.97,2
Hamilton,PM2.5,µg/m³,2003,10.14,2
Hamilton,PM2.5,µg/m³,2004,9.06,2
Hamilton,PM2.5,µg/m³,2005,10.0,2
Hamilton,PM2.5,µg/m³,2006,8.5,2
Hamilton,PM2.5,µg/m³,2007,8.5,2
Hamilton,PM2.5,µg/m³,2008,7.5,2
Hamilton,PM2.5,µg/m³,2009,6.5,2
Hamilton,PM2.5,µg/m³,2010,7.0,2
Hamilton,PM2.5,µg/m³,2011,7.33,3
Hamilton,PM2.5,µg/m³,2012,7.0,3
Hamilton,PM2.5,µg/m³,2013,9.67,3
Hamilton,PM2.5,µg/m³,2014,10.0,3
Hamilton,PM2.5,µg/m³,2015,9.67,3
Hamilton,PM2.5,µg/m³,2016,7.67,3
Hamilton,PM2.5,µg/m³,2017,7.33,3
Hamilton,PM2.5,µg/m³,2018,8.33,3
Hamilton,PM2.5,µg/m³,2019,8.33,3
Hamilton,PM2.5,µg/m³,2020,7.67,3
Hamilton,PM2.5,µg/m³,2021,8.33,3
Hamilton,PM2.5,µg/m³,2022,8.0,3
Hamilton,PM2.5,µg/m³,2023,10.0,3
Hamilton,PM2.5,µg/m³,2024,7.33,3
Kelowna,PM2.5,µg/m³,1998,6.4,1
Kelowna,PM2.5,µg/m³,1999,4.93,1
Kelowna,PM2.5,µg/m³,2000,5.57,1
Kelowna,PM2.5,µg/m³,2001,5.61,1
Kelowna,PM2.5,µg/m³,2002,6.03,1
Kelowna,PM2.5,µg/m³,2003,8.51,1
Kelowna,PM2.5,µg/m³,2004,5.8,1
Kelowna,PM2.5,µg/m³,2005,5.0,1
Kelowna,PM2.5,µg/m³,2006,5.0,1
Kelowna,PM2.5,µg/m³,2007,4.0,1
Kelowna,PM2.5,µg/m³,2008,5.0,1
Kelowna,PM2.5,µg/m³,2009,6.0,1
Kelowna,PM2.5,µg/m³,2010,5.0,1
Kelowna,PM2.5,µg/m³,2011,4.0,1
Kelowna,PM2.5,µg/m³,2012,4.0,1
Kelowna,PM2.5,µg/m³,2013,4.0,1
Kelowna,PM2.5,µg/m³,2014,4.0,1
Kelowna,PM2.5,µg/m³,2015,9.0,1
Kelowna,PM2.5,µg/m³,2016,6.0,1
Kelowna,PM2.5,µg/m³,2017,10.0,1
Kelowna,PM2.5,µg/m³,2018,12.0,1
Kelowna,PM2.5,µg/m³,2020,8.0,1
Kelowna,PM2.5,µg/m³,2021,11.0,1
Kelowna,PM2.5,µg/m³,2022,6.0,1
Kelowna,PM2.5,µg/m³,2023,10.0,1
Kelowna,PM2.5,µg/m³,2024,5.0,1
Kitchener–Waterloo,PM2.5,µg/m³,1999,10.03,1
Kitchener–Waterloo,PM2.5,µg/m³,2000,6.91,1
Kitchener–Waterloo,PM2.5,µg/m³,2001,7.72,1
Kitchener–Waterloo,PM2.5,µg/m³,2002,8.11,1
Kitchener–Waterloo,PM2.5,µg/m³,2003,8.17,1
Kitchener–Waterloo,PM2.5,µg/m³,2004,8.06,1
Kitchener–Waterloo,PM2.5,µg/m³,2005,10.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2006,8.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2007,8.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2008,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2009,6.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2010,6.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2011,6.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2012,6.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2013,9.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2014,5.5,2
Kitchener–Waterloo,PM2.5,µg/m³,2015,9.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2016,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2017,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2018,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2019,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2020,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2021,8.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2022,7.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2023,9.0,1
Kitchener–Waterloo,PM2.5,µg/m³,2024,7.0,1
London,PM2.5,µg/m³,2001,9.15,1
London,PM2.5,µg/m³,2003,11.2,1
London,PM2.5,µg/m³,2004,10.94,1
London,PM2.5,µg/m³,2005,12.0,1
London,PM2.5,µg/m³,2006,9.0,1
London,PM2.5,µg/m³,2007,7.0,1
London,PM2.5,µg/m³,2008,7.0,1
London,PM2.5,µg/m³,2009,6.0,1
London,PM2.5,µg/m³,2011,6.0,1
London,PM2.5,µg/m³,2012,6.0,1
London,PM2.5,µg/m³,2013,9.0,1
London,PM2.5,µg/m³,2014,9.0,1
London,PM2.5,µg/m³,2015,8.0,1
London,PM2.5,µg/m³,2016,7.0,1
London,PM2.5,µg/m³,2017,7.0,1
London,PM2.5,µg/m³,2018,7.0,1
London,PM2.5,µg/m³,2019,7.0,1
London,PM2.5,µg/m³,2020,7.0,1
London,PM2.5,µg/m³,2021,8.0,1
London,PM2.5,µg/m³,2022,7.0,1
London,PM2.5,µg/m³,2023,10.0,1
London,PM2.5,µg/m³,2024,7.0,1
Moncton,PM2.5,µg/m³,2000,3.73,1
Moncton,PM2.5,µg/m³,2001,4.9,1
Moncton,PM2.5,µg/m³,2002,4.96,1
Moncton,PM2.5,µg/m³,2003,4.93,1
Moncton,PM2.5,µg/m³,2004,4.11,1
Moncton,PM2.5,µg/m³,2005,4.0,1
Moncton,PM2.5,µg/m³,2006,3.0,1
Moncton,PM2.5,µg/m³,2007,5.0,1
Moncton,PM2.5,µg/m³,2008,6.0,1
Moncton,PM2.5,µg/m³,2009,7.0,1
Moncton,PM2.5,µg/m³,2010,5.0,1
Moncton,PM2.5,µg/m³,2011,5.0,1
Moncton,PM2.5,µg/m³,2012,6.0,1
Moncton,PM2.5,µg/m³,2013,6.0,1
Moncton,PM2.5,µg/m³,2014,6.0,1
Moncton,PM2.5,µg/m³,2015,6.0,1
Moncton,PM2.5,µg/m³,2016,4.0,1
Moncton,PM2.5,µg/m³,2017,4.0,1
Moncton,PM2.5,µg/m³,2018,3.0,1
Moncton,PM2.5,µg/m³,2019,4.0,1
Moncton,PM2.5,µg/m³,2020,6.0,1
Moncton,PM2.5,µg/m³,2021,6.0,1
Moncton,PM2.5,µg/m³,2022,6.0,1
Moncton,PM2.5,µg/m³,2023,6.0,1
Moncton,PM2.5,µg/m³,2024,4.0,1
Montréal,PM2.5,µg/m³,1998,8.59,2
Montréal,PM2.5,µg/m³,1999,7.76,3
Montréal,PM2.5,µg/m³,2000,8.09,2
Montréal,PM2.5,µg/m³,2001,8.94,5
Montréal,PM2.5,µg/m³,2002,9.24,7
Montréal,PM2.5,µg/m³,2003,9.73,7
Montréal,PM2.5,µg/m³,2004,8.57,5
Montréal,PM2.5,µg/m³,2005,10.14,7
Montréal,PM2.5,µg/m³,2006,7.43,7
Montréal,PM2.5,µg/m³,2007,7.57,7
Montréal,PM2.5,µg/m³,2008,12.0,8
Montréal,PM2.5,µg/m³,2009,11.12,8
Montréal,PM2.5,µg/m³,2010,10.6,10
Montréal,PM2.5,µg/m³,2011,9.78,9
Montréal,PM2.5,µg/m³,2012,9.4,10
Montréal,PM2.5,µg/m³,2013,10.11,9
Montréal,PM2.5,µg/m³,2014,8.56,9
Montréal,PM2.5,µg/m³,2015,8.12,8
Montréal,PM2.5,µg/m³,2016,7.11,9
Montréal,PM2.5,µg/m³,2017,7.5,10
Montréal,PM2.5,µg/m³,2018,7.73,11
Montréal,PM2.5,µg/m³,2019,7.3,10
Montréal,PM2.5,µg/m³,2020,7.0,10
Montréal,PM2.5,µg/m³,2021,7.55,11
Montréal,PM2.5,µg/m³,2022,7.09,11
Montréal,PM2.5,µg/m³,2023,8.8,10
Montréal,PM2.5,µg/m³,2024,7.18,11
Ottawa–Gatineau,PM2.5,µg/m³,1998,6.91,1
Ottawa–Gatineau,PM2.5,µg/m³,1999,6.83,1
Ottawa–Gatineau,PM2.5,µg/m³,2000,6.3,1
Ottawa–Gatineau,PM2.5,µg/m³,2001,8.63,1
Ottawa–Gatineau,PM2.5,µg/m³,2002,6.92,1
Ottawa–Gatineau,PM2.5,µg/m³,2003,7.3,1
Ottawa–Gatineau,PM2.5,µg/m³,2004,6.52,2
Ottawa–Gatineau,PM2.5,µg/m³,2005,8.0,2
Ottawa–Gatineau,PM2.5,µg/m³,2006,6.0,2
Ottawa–Gatineau,PM2.5,µg/m³,2007,6.0,3
Ottawa–Gatineau,PM2.5,µg/m³,2008,5.0,2
Ottawa–Gatineau,PM2.5,µg/m³,2009,4.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2010,5.33,3
Ottawa–Gatineau,PM2.5,µg/m³,2011,6.0,3
Ottawa–Gatineau,PM2.5,µg/m³,2012,6.33,3
Ottawa–Gatineau,PM2.5,µg/m³,2013,7.67,3
Ottawa–Gatineau,PM2.5,µg/m³,2014,7.0,3
Ottawa–Gatineau,PM2.5,µg/m³,2015,6.67,3
Ottawa–Gatineau,PM2.5,µg/m³,2016,6.33,3
Ottawa–Gatineau,PM2.5,µg/m³,2017,6.0,2
Ottawa–Gatineau,PM2.5,µg/m³,2018,6.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2019,6.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2020,6.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2021,6.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2022,6.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2023,9.5,2
Ottawa–Gatineau,PM2.5,µg/m³,2024,6.0,2
Québec City,PM2.5,µg/m³,1999,10.96,1
Québec City,PM2.5,µg/m³,2000,7.82,1
Québec City,PM2.5,µg/m³,2001,8.0,1
Québec City,PM2.5,µg/m³,2002,7.7,1
Québec City,PM2.5,µg/m³,2003,7.96,1
Québec City,PM2.5,µg/m³,2004,7.78,2
Québec City,PM2.5,µg/m³,2005,9.0,3
Québec City,PM2.5,µg/m³,2006,8.33,3
Québec City,PM2.5,µg/m³,2007,6.5,2
Québec City,PM2.5,µg/m³,2008,7.33,3
Québec City,PM2.5,µg/m³,2010,9.5,2
Québec City,PM2.5,µg/m³,2011,9.0,3
Québec City,PM2.5,µg/m³,2012,10.0,3
Québec City,PM2.5,µg/m³,2013,9.0,2
Québec City,PM2.5,µg/m³,2014,9.0,3
Québec City,PM2.5,µg/m³,2015,9.0,3
Québec City,PM2.5,µg/m³,2016,8.33,3
Québec City,PM2.5,µg/m³,2017,8.33,3
Québec City,PM2.5,µg/m³,2018,8.0,3
Québec City,PM2.5,µg/m³,2019,7.67,3
Québec City,PM2.5,µg/m³,2020,9.0,4
Québec City,PM2.5,µg/m³,2021,8.6,5
Québec City,PM2.5,µg/m³,2022,8.2,5
Québec City,PM2.5,µg/m³,2023,9.0,4
Québec City,PM2.5,µg/m³,2024,7.2,5
Regina,PM2.5,µg/m³,2001,8.25,1
Regina,PM2.5,µg/m³,2002,7.34,1
Regina,PM2.5,µg/m³,2003,7.34,1
Regina,PM2.5,µg/m³,2004,4.54,1
Regina,PM2.5,µg/m³,2005,4.0,1
Regina,PM2.5,µg/m³,2006,5.0,1
Regina,PM2.5,µg/m³,2007,4.0,1
Regina,PM2.5,µg/m³,2008,5.0,1
Regina,PM2.5,µg/m³,2009,5.0,1
Regina,PM2.5,µg/m³,2010,7.0,1
Regina,PM2.5,µg/m³,2011,8.0,1
Regina,PM2.5,µg/m³,2012,6.0,1
