country_code,year,health_pc_usd,country_name
CHE,1992,2433.826,Switzerland
CHE,1993,2491.96,Switzerland
CHE,1994,2626.136,Switzerland
CHE,1995,2610.801,Switzerland
CHE,1996,2766.23,Switzerland
CHE,1997,2873.379,Switzerland
CHE,1998,2989.838,Switzerland
CHE,1999,3103.729,Switzerland
CHE,2000,3327.067,Switzerland
CHE,2001,3555.288,Switzerland
CHE,2002,3887.068,Switzerland
CHE,2003,3914.828,Switzerland
CHE,2004,4107.752,Switzerland
CHE,2005,4106.058,Switzerland
CHE,2006,4232.636,Switzerland
CHE,2007,4597.507,Switzerland
CHE,2008,4905.058,Switzerland
CHE,2009,5059.531,Switzerland
CHE,2010,5076.002,Switzerland
CHE,2011,5258.917,Switzerland
CHE,2012,5566.075,Switzerland
CHE,2013,5944.008,Switzerland
CHE,2014,6126.465,Switzerland
CHE,2015,6377.217,Switzerland
CHE,2016,6674.485,Switzerland
CHE,2017,6713.317,Switzerland
CHE,2018,6838.268,Switzerland
CHE,2019,7356.446,Switzerland
CHE,2020,7621.094,Switzerland
CHE,2021,8391.694,Switzerland
CHE,2022,9089.356,Switzerland
CHE,2023,9245.644,Switzerland
CHE,2024,9926.659,Switzerland
CHE,2025,10634.291,Switzerland
DEU,1970,252.311,Germany
DEU,1971,298.251,Germany
DEU,1972,337.364,Germany
DEU,1973,384.541,Germany
DEU,1974,452.744,Germany
DEU,1975,532.481,Germany
DEU,1976,591.098,Germany
DEU,1977,647.352,Germany
DEU,1978,729.457,Germany
DEU,1979,800.703,Germany
DEU,1980,908.166,Germany
DEU,1981,1014.713,Germany
DEU,1982,1044.528,Germany
DEU,1983,1104.594,Germany
DEU,1984,1196.561,Germany
DEU,1985,1298.555,Germany
DEU,1986,1386.51,Germany
DEU,1987,1480.096,Germany
DEU,1988,1616.349,Germany
DEU,1989,1596.16,Germany
DEU,1990,1724.332,Germany
DEU,1992,1931.495,Germany
DEU,1993,1960.502,Germany
DEU,1994,2096.808,Germany
DEU,1995,2250.358,Germany
DEU,1996,2474.278,Germany
DEU,1997,2487.874,Germany
DEU,1998,2558.654,Germany
DEU,1999,2689.062,Germany
DEU,2000,2886.244,Germany
DEU,2001,2998.924,Germany
DEU,2002,3227.222,Germany
DEU,2003,3313.961,Germany
DEU,2004,3378.185,Germany
DEU,2005,3416.844,Germany
DEU,2006,3549.342,Germany
DEU,2007,3732.965,Germany
DEU,2008,3936.137,Germany
DEU,2009,4144.834,Germany
DEU,2010,4401.724,Germany
DEU,2011,4547.394,Germany
DEU,2012,4724.81,Germany
DEU,2013,4932.973,Germany
DEU,2014,5132.263,Germany
DEU,2015,5274.178,Germany
DEU,2016,5645.607,Germany
DEU,2017,5940.117,Germany
DEU,2018,6247.099,Germany
DEU,2019,6785.384,Germany
DEU,2020,7362.902,Germany
DEU,2021,8103.429,Germany
DEU,2022,8792.414,Germany
DEU,2023,8927.4,Germany
DEU,2024,9584.343,Germany
DEU,2025,10115.728,Germany
DNK,1971,331.565,Denmark
DNK,1972,362.011,Denmark
DNK,1973,391.102,Denmark
DNK,1974,452.85,Denmark
DNK,1975,502.571,Denmark
DNK,1976,553.203,Denmark
DNK,1977,584.945,Denmark
DNK,1978,653.185,Denmark
DNK,1979,731.971,Denmark
DNK,1980,791.175,Denmark
DNK,1981,866.395,Denmark
DNK,1982,950.799,Denmark
DNK,1983,997.962,Denmark
DNK,1984,1020.121,Denmark
DNK,1985,1101.641,Denmark
DNK,1986,1160.644,Denmark
DNK,1987,1244.228,Denmark
DNK,1988,1307.138,Denmark
DNK,1989,1354.475,Denmark
DNK,1990,1438.333,Denmark
DNK,1991,1482.083,Denmark
DNK,1992,1554.377,Denmark
DNK,1993,1646.972,Denmark
DNK,1994,1708.485,Denmark
DNK,1995,1715.057,Denmark
DNK,1996,1813.247,Denmark
DNK,1997,1890.043,Denmark
DNK,1998,1914.396,Denmark
DNK,1999,2181.669,Denmark
DNK,2000,2346.165,Denmark
DNK,2001,2472.72,Denmark
DNK,2002,2711.668,Denmark
DNK,2003,2722.074,Denmark
DNK,2004,2919.718,Denmark
DNK,2005,3014.982,Denmark
DNK,2006,3287.698,Denmark
DNK,2007,3563.372,Denmark
DNK,2008,3777.707,Denmark
DNK,2009,4020.146,Denmark
DNK,2010,4262.887,Denmark
DNK,2011,4266.254,Denmark
DNK,2012,4426.627,Denmark
DNK,2013,4517.248,Denmark
DNK,2014,4589.765,Denmark
DNK,2015,4719.382,Denmark
DNK,2016,4894.079,Denmark
DNK,2017,5112.959,Denmark
DNK,2018,5306.704,Denmark
DNK,2019,5656.597,Denmark
DNK,2020,6146.851,Denmark
DNK,2021,6912.955,Denmark
DNK,2022,6888.355,Denmark
DNK,2023,7076.503,Denmark
DNK,2024,7400.824,Denmark
DNK,2025,7579.631,Denmark
FIN,1970,152.163,Finland
FIN,1971,173.347,Finland
FIN,1972,195.347,Finland
FIN,1973,215.719,Finland
FIN,1974,245.267,Finland
FIN,1975,286.311,Finland
FIN,1976,322.201,Finland
FIN,1977,350.975,Finland
FIN,1978,381.278,Finland
FIN,1979,435.102,Finland
FIN,1980,493.889,Finland
FIN,1981,555.79,Finland
FIN,1982,610.129,Finland
FIN,1983,660.486,Finland
FIN,1984,716.591,Finland
FIN,1985,806.919,Finland
FIN,1986,864.913,Finland
FIN,1987,948.061,Finland
FIN,1988,1029.822,Finland
FIN,1989,1135.531,Finland
FIN,1990,1262.811,Finland
FIN,1991,1351.719,Finland
FIN,1992,1335.244,Finland
FIN,1993,1226.759,Finland
FIN,1994,1218.386,Finland
FIN,1995,1346.202,Finland
FIN,1996,1417.572,Finland
FIN,1997,1474.004,Finland
FIN,1998,1524.128,Finland
FIN,1999,1609.61,Finland
FIN,2000,1877.209,Finland
FIN,2001,1982.592,Finland
FIN,2002,2201.215,Finland
FIN,2003,2276.224,Finland
FIN,2004,2477.926,Finland
FIN,2005,2573.5,Finland
FIN,2006,2751.399,Finland
FIN,2007,3005.173,Finland
FIN,2008,3243.775,Finland
FIN,2009,3284.719,Finland
FIN,2010,3425.148,Finland
FIN,2011,3598.302,Finland
FIN,2012,3786.188,Finland
FIN,2013,3933.236,Finland
FIN,2014,3955.755,Finland
FIN,2015,3992.493,Finland
FIN,2016,4103.554,Finland
FIN,2017,4215.309,Finland
FIN,2018,4330.443,Finland
FIN,2019,4659.76,Finland
FIN,2020,4966.75,Finland
FIN,2021,5394.731,Finland
FIN,2022,5834.019,Finland
FIN,2023,6562.965,Finland
FIN,2024,6786.265,Finland
FIN,2025,6775.237,Finland
FRA,1970,189.968,France
FRA,1975,361.24,France
FRA,1980,657.528,France
FRA,1985,1000.895,France
FRA,1990,1458.715,France
FRA,1991,1558.83,France
FRA,1992,1651.49,France
FRA,1993,1754.169,France
FRA,1994,1817.233,France
FRA,1995,2100.953,France
FRA,1996,2168.551,France
FRA,1997,2234.657,France
FRA,1998,2322.189,France
FRA,1999,2431.303,France
FRA,2000,2688.047,France
FRA,2001,2875.765,France
FRA,2002,3152.016,France
FRA,2003,3055.102,France
FRA,2004,3169.942,France
FRA,2005,3264.574,France
FRA,2006,3443.264,France
FRA,2007,3588.514,France
FRA,2008,3729.353,France
FRA,2009,3884.7,France
FRA,2010,3970.767,France
FRA,2011,4090.696,France
FRA,2012,4225.235,France
FRA,2013,4490.32,France
FRA,2014,4558.191,France
FRA,2015,4607.219,France
FRA,2016,4863.273,France
FRA,2017,4944.338,France
FRA,2018,5035.647,France
FRA,2019,5433.728,France
FRA,2020,5770.47,France
FRA,2021,6300.431,France
FRA,2022,6761.628,France
FRA,2023,7165.712,France
FRA,2024,7433.373,France
FRA,2025,7521.952,France
GBR,1970,123.983,United Kingdom
GBR,1971,134.161,United Kingdom
GBR,1972,147.748,United Kingdom
GBR,1973,162.318,United Kingdom
GBR,1974,196.718,United Kingdom
GBR,1975,225.404,United Kingdom
GBR,1976,244.547,United Kingdom
GBR,1977,260.792,United Kingdom
GBR,1978,291.976,United Kingdom
GBR,1979,326.291,United Kingdom
GBR,1980,385.073,United Kingdom
GBR,1981,433.927,United Kingdom
GBR,1982,448.444,United Kingdom
GBR,1983,501.899,United Kingdom
GBR,1984,521.496,United Kingdom
GBR,1985,549.582,United Kingdom
GBR,1986,578.582,United Kingdom
GBR,1987,634.966,United Kingdom
GBR,1988,688.061,United Kingdom
GBR,1989,739.728,United Kingdom
GBR,1990,782.626,United Kingdom
GBR,1991,842.813,United Kingdom
GBR,1992,930.719,United Kingdom
GBR,1993,995.747,United Kingdom
GBR,1994,1058.7,United Kingdom
GBR,1995,1094.053,United Kingdom
GBR,1996,1171.105,United Kingdom
GBR,1997,1530.196,United Kingdom
GBR,1998,1583.702,United Kingdom
GBR,1999,1684.37,United Kingdom
GBR,2000,1909.329,United Kingdom
GBR,2001,2114.794,United Kingdom
GBR,2002,2370.239,United Kingdom
GBR,2003,2487.596,United Kingdom
GBR,2004,2756.626,United Kingdom
GBR,2005,2759.466,United Kingdom
GBR,2006,2943.98,United Kingdom
GBR,2007,3095.653,United Kingdom
GBR,2008,3225.398,United Kingdom
GBR,2009,3274.501,United Kingdom
GBR,2010,3406.949,United Kingdom
GBR,2011,3456.35,United Kingdom
GBR,2012,3630.305,United Kingdom
GBR,2013,3690.732,United Kingdom
GBR,2014,3787.138,United Kingdom
GBR,2015,3847.832,United Kingdom
GBR,2016,3997.019,United Kingdom
GBR,2017,4101.825,United Kingdom
GBR,2018,4223.095,United Kingdom
GBR,2019,4572.812,United Kingdom
GBR,2020,5408.519,United Kingdom
GBR,2021,5823.679,United Kingdom
GBR,2022,6274.233,United Kingdom
GBR,2023,6664.45,United Kingdom
GBR,2024,7008.285,United Kingdom
GBR,2025,7327.645,United Kingdom
ISR,1995,1167.402,Israel
ISR,1996,1257.91,Israel
ISR,1997,1340.751,Israel
ISR,1998,1381.688,Israel
ISR,1999,1369.363,Israel
ISR,2000,1553.579,Israel
ISR,2001,1655.96,Israel
ISR,2002,1691.502,Israel
ISR,2003,1636.573,Israel
ISR,2004,1709.967,Israel
ISR,2005,1756.34,Israel
ISR,2006,1738.126,Israel
ISR,2007,1849.624,Israel
ISR,2008,1839.047,Israel
ISR,2009,1902.832,Israel
ISR,2010,1971.313,Israel
ISR,2011,2081.778,Israel
ISR,2012,2223.345,Israel
ISR,2013,2238.455,Israel
ISR,2014,2237.584,Israel
ISR,2015,2310.019,Israel
ISR,2016,2524.083,Israel
ISR,2017,2626.181,Israel
ISR,2018,2748.975,Israel
ISR,2019,2811.711,Israel
ISR,2020,3015.382,Israel
ISR,2021,3476.472,Israel
ISR,2022,3724.325,Israel
ISR,2023,4049.04,Israel
ISR,2024,4234.976,Israel
ISR,2025,4304.23,Israel
ITA,1988,1052.803,Italy
ITA,1989,1122.57,Italy
ITA,1990,1274.047,Italy
ITA,1991,1387.497,Italy
ITA,1992,1403.653,Italy
ITA,1993,1398.286,Italy
ITA,1994,1413.036,Italy
ITA,1995,1464.846,Italy
ITA,1996,1528.271,Italy
ITA,1997,1650.361,Italy
ITA,1998,1736.824,Italy
ITA,1999,1802.03,Italy
ITA,2000,2030.925,Italy
ITA,2001,2151.969,Italy
ITA,2002,2291.476,Italy
ITA,2003,2285.052,Italy
ITA,2004,2444.214,Italy
ITA,2005,2495.609,Italy
ITA,2006,2649.606,Italy
ITA,2007,2681.262,Italy
ITA,2008,2913.415,Italy
ITA,2009,2917.698,Italy
ITA,2010,3074.38,Italy
ITA,2011,3064.841,Italy
ITA,2012,3059.487,Italy
ITA,2013,3060.035,Italy
ITA,2014,3073.315,Italy
ITA,2015,3125.671,Italy
ITA,2016,3317.723,Italy
ITA,2017,3426.725,Italy
ITA,2018,3529.22,Italy
ITA,2019,3798.028,Italy
ITA,2020,4027.251,Italy
ITA,2021,4408.746,Italy
ITA,2022,4865.044,Italy
ITA,2023,5114.1,Italy
ITA,2024,5337.42,Italy
ITA,2025,5336.057,Italy
JPN,1970,150.424,Japan
JPN,1971,163.839,Japan
JPN,1972,185.374,Japan
JPN,1973,205.76,Japan
JPN,1974,241.997,Japan
JPN,1975,284.245,Japan
JPN,1976,303.699,Japan
JPN,1977,340.599,Japan
JPN,1978,392.544,Japan
JPN,1979,452.893,Japan
JPN,1980,534.971,Japan
JPN,1981,603.915,Japan
JPN,1982,664.718,Japan
JPN,1983,714.812,Japan
JPN,1984,745.934,Japan
JPN,1985,818.33,Japan
JPN,1986,859.801,Japan
JPN,1987,916.705,Japan
JPN,1988,969.254,Japan
JPN,1989,1021.253,Japan
JPN,1990,1088.965,Japan
JPN,1991,1166.436,Japan
JPN,1992,1253.421,Japan
JPN,1993,1332.219,Japan
JPN,1994,1420.277,Japan
JPN,1995,1413.449,Japan
JPN,1996,1436.374,Japan
JPN,1997,1529.589,Japan
JPN,1998,1571.108,Japan
JPN,1999,1667.922,Japan
JPN,2000,1847.781,Japan
JPN,2001,1945.546,Japan
JPN,2002,2065.133,Japan
JPN,2003,2194.413,Japan
JPN,2004,2303.696,Japan
JPN,2005,2471.186,Japan
JPN,2006,2561.207,Japan
JPN,2007,2689.95,Japan
JPN,2008,2799.198,Japan
JPN,2009,2971.376,Japan
JPN,2010,3169.22,Japan
JPN,2011,3740.756,Japan
JPN,2012,3970.765,Japan
JPN,2013,4308.252,Japan
JPN,2014,4328.364,Japan
JPN,2015,4515.556,Japan
JPN,2016,4292.171,Japan
JPN,2017,4405.469,Japan
JPN,2018,4543.305,Japan
JPN,2019,4659.58,Japan
JPN,2020,4858.511,Japan
JPN,2021,5465.04,Japan
JPN,2022,5878.23,Japan
JPN,2023,5963.557,Japan
JPN,2024,5884.151,Japan
JPN,2025,5872.61,Japan
KOR,1970,19.343,South Korea
KOR,1971,18.442,South Korea
KOR,1972,18.63,South Korea
KOR,1973,19.155,South Korea
KOR,1974,19.178,South Korea
KOR,1975,31.797,South Korea
KOR,1976,38.102,South Korea
KOR,1977,41.935,South Korea
KOR,1978,53.246,South Korea
KOR,1979,80.25,South Korea
KOR,1980,91.843,South Korea
KOR,1981,107.933,South Korea
KOR,1982,120.755,South Korea
KOR,1983,137.223,South Korea
KOR,1984,148.788,South Korea
KOR,1985,165.899,South Korea
KOR,1986,183.616,South Korea
KOR,1987,206.534,South Korea
KOR,1988,249.512,South Korea
KOR,1989,315.103,South Korea
KOR,1990,354.306,South Korea
KOR,1991,375.649,South Korea
KOR,1992,415.567,South Korea
KOR,1993,438.699,South Korea
KOR,1994,452.138,South Korea
KOR,1995,502.455,South Korea
KOR,1996,569.709,South Korea
KOR,1997,587.197,South Korea
KOR,1998,575.82,South Korea
KOR,1999,658.124,South Korea
KOR,2000,715.918,South Korea
KOR,2001,839.131,South Korea
KOR,2002,860.521,South Korea
KOR,2003,1017.042,South Korea
KOR,2004,1080.895,South Korea
KOR,2005,1186.364,South Korea
KOR,2006,1330.673,South Korea
KOR,2007,1448.189,South Korea
KOR,2008,1575.668,South Korea
KOR,2009,1723.607,South Korea
KOR,2010,1917.798,South Korea
KOR,2011,2014.281,South Korea
KOR,2012,2101.789,South Korea
KOR,2013,2163.514,South Korea
KOR,2014,2255.9,South Korea
KOR,2015,2538.289,South Korea
KOR,2016,2689.795,South Korea
KOR,2017,2832.054,South Korea
KOR,2018,3090.994,South Korea
KOR,2019,3374.802,South Korea
KOR,2020,3618.078,South Korea
KOR,2021,4106.425,South Korea
KOR,2022,4714.771,South Korea
KOR,2023,4756.55,South Korea
KOR,2024,5098.699,South Korea
KOR,2025,5281.676,South Korea
NLD,1972,308.704,Netherlands
NLD,1973,341.903,Netherlands
NLD,1974,398.613,Netherlands
NLD,1975,452.831,Netherlands
NLD,1976,492.054,Netherlands
NLD,1977,541.425,Netherlands
NLD,1978,605.075,Netherlands
NLD,1979,674.261,Netherlands
NLD,1980,750.575,Netherlands
NLD,1981,808.165,Netherlands
NLD,1982,865.792,Netherlands
NLD,1983,906.929,Netherlands
NLD,1984,941.178,Netherlands
NLD,1985,977.395,Netherlands
NLD,1986,1035.439,Netherlands
NLD,1987,1087.264,Netherlands
NLD,1988,1146.394,Netherlands
NLD,1989,1269.547,Netherlands
NLD,1990,1400.014,Netherlands
NLD,1991,1500.792,Netherlands
NLD,1992,1587.998,Netherlands
NLD,1993,1649.463,Netherlands
NLD,1994,1690.051,Netherlands
NLD,1995,1748.683,Netherlands
NLD,1996,1821.386,Netherlands
NLD,1997,1881.794,Netherlands
NLD,1998,2216.874,Netherlands
NLD,1999,2372.03,Netherlands
NLD,2000,2647.971,Netherlands
NLD,2001,2883.556,Netherlands
NLD,2002,3296.97,Netherlands
NLD,2003,3307.608,Netherlands
NLD,2004,3493.656,Netherlands
NLD,2005,3583.435,Netherlands
NLD,2006,3828.004,Netherlands
NLD,2007,4077.206,Netherlands
NLD,2008,4378.362,Netherlands
NLD,2009,4438.013,Netherlands
NLD,2010,4471.687,Netherlands
NLD,2011,4567.378,Netherlands
NLD,2012,4782.333,Netherlands
NLD,2013,4923.912,Netherlands
NLD,2014,4934.568,Netherlands
NLD,2015,4927.104,Netherlands
NLD,2016,5095.836,Netherlands
NLD,2017,5253.774,Netherlands
NLD,2018,5482.27,Netherlands
NLD,2019,5908.388,Netherlands
NLD,2020,6515.942,Netherlands
NLD,2021,7332.629,Netherlands
NLD,2022,7726.056,Netherlands
NLD,2023,8151.366,Netherlands
NLD,2024,8695.625,Netherlands
NLD,2025,8965.505,Netherlands
NOR,1970,154.217,Norway
NOR,1971,179.482,Norway
NOR,1972,208.133,Norway
NOR,1973,237.418,Norway
NOR,1974,273.142,Norway
NOR,1975,327.672,Norway
NOR,1976,368.968,Norway
NOR,1977,421.933,Norway
NOR,1978,503.181,Norway
NOR,1979,525.472,Norway
NOR,1980,608.11,Norway
NOR,1981,677.373,Norway
NOR,1982,736.645,Norway
NOR,1983,811.365,Norway
NOR,1984,839.479,Norway
NOR,1985,908.447,Norway
NOR,1986,966.012,Norway
NOR,1987,1037.635,Norway
NOR,1988,1082.665,Norway
NOR,1989,1114.77,Norway
NOR,1990,1361.111,Norway
NOR,1991,1481.459,Norway
NOR,1992,1556.744,Norway
NOR,1993,1605.429,Norway
NOR,1994,1670.108,Norway
NOR,1995,1769.703,Norway
NOR,1996,1928.168,Norway
NOR,1997,2196.657,Norway
NOR,1998,2367.767,Norway
NOR,1999,2518.86,Norway
NOR,2000,2794.313,Norway
NOR,2001,2938.832,Norway
NOR,2002,3389.226,Norway
NOR,2003,3446.63,Norway
NOR,2004,3654.467,Norway
NOR,2005,3740.873,Norway
NOR,2006,3964.539,Norway
NOR,2007,4312.114,Norway
NOR,2008,4604.504,Norway
NOR,2009,4680.34,Norway
NOR,2010,4774.102,Norway
NOR,2011,4965.184,Norway
NOR,2012,5209.577,Norway
NOR,2013,5485.288,Norway
NOR,2014,5707.159,Norway
NOR,2015,5725.456,Norway
NOR,2016,5902.381,Norway
NOR,2017,6234.379,Norway
NOR,2018,6495.078,Norway
NOR,2019,6907.682,Norway
NOR,2020,7220.869,Norway
NOR,2021,7889.755,Norway
NOR,2022,8641.832,Norway
NOR,2023,9063.33,Norway
NOR,2024,9243.464,Norway
NOR,2025,9204.065,Norway
NZL,1970,214.524,New Zealand
NZL,1971,226.408,New Zealand
NZL,1972,251.583,New Zealand
NZL,1973,295.879,New Zealand
NZL,1974,355.014,New Zealand
NZL,1975,403.294,New Zealand
NZL,1976,404.633,New Zealand
NZL,1977,434.963,New Zealand
NZL,1978,502.056,New Zealand
NZL,1979,506.421,New Zealand
NZL,1980,498.665,New Zealand
NZL,1981,561.291,New Zealand
NZL,1982,593.65,New Zealand
NZL,1983,632.06,New Zealand
NZL,1984,642.092,New Zealand
NZL,1985,603.92,New Zealand
NZL,1986,664.184,New Zealand
NZL,1987,765.167,New Zealand
NZL,1988,882.263,New Zealand
NZL,1989,949.199,New Zealand
NZL,1990,1021.577,New Zealand
NZL,1991,1068.103,New Zealand
NZL,1992,1121.219,New Zealand
NZL,1993,1169.669,New Zealand
NZL,1994,1245.033,New Zealand
NZL,1995,1305.412,New Zealand
NZL,1996,1340.535,New Zealand
NZL,1997,1418.519,New Zealand
NZL,1998,1497.908,New Zealand
NZL,1999,1565.445,New Zealand
NZL,2000,1659.525,New Zealand
NZL,2001,1800.582,New Zealand
NZL,2002,1920.964,New Zealand
NZL,2003,1918.176,New Zealand
NZL,2004,2077.661,New Zealand
NZL,2005,2194.439,New Zealand
NZL,2006,2437.757,New Zealand
NZL,2007,2538.863,New Zealand
NZL,2008,2689.369,New Zealand
NZL,2009,2804.479,New Zealand
NZL,2010,2890.593,New Zealand
NZL,2011,3000.08,New Zealand
NZL,2012,3095.458,New Zealand
NZL,2013,3237.704,New Zealand
NZL,2014,3334.7,New Zealand
NZL,2015,3355.062,New Zealand
NZL,2016,3545.639,New Zealand
NZL,2017,3694.968,New Zealand
NZL,2018,3712.001,New Zealand
NZL,2019,4003.766,New Zealand
NZL,2020,4352.668,New Zealand
NZL,2021,4869.351,New Zealand
NZL,2022,6158.614,New Zealand
NZL,2023,6059.011,New Zealand
NZL,2024,6067.146,New Zealand
NZL,2025,6057.334,New Zealand
SWE,1970,271.482,Sweden
SWE,1971,305.847,Sweden
SWE,1972,330.773,Sweden
SWE,1973,358.739,Sweden
SWE,1974,419.27,Sweden
SWE,1975,500.89,Sweden
SWE,1976,559.365,Sweden
SWE,1977,647.431,Sweden
SWE,1978,693.216,Sweden
SWE,1979,770.999,Sweden
SWE,1980,896.391,Sweden
SWE,1981,963.877,Sweden
SWE,1982,1021.597,Sweden
SWE,1983,1060.38,Sweden
SWE,1984,1120.405,Sweden
SWE,1985,1118.445,Sweden
SWE,1986,1152.81,Sweden
SWE,1987,1233.519,Sweden
SWE,1988,1300.348,Sweden
SWE,1989,1410.373,Sweden
SWE,1990,1486.792,Sweden
SWE,1991,1477.537,Sweden
SWE,1992,1534.198,Sweden
SWE,1993,1519.47,Sweden
SWE,1994,1516.847,Sweden
SWE,1995,1594.756,Sweden
SWE,1996,1690.427,Sweden
SWE,1997,1708.402,Sweden
SWE,1998,1808.761,Sweden
SWE,1999,1959.359,Sweden
SWE,2000,2196.52,Sweden
SWE,2001,2398.57,Sweden
SWE,2002,2634.873,Sweden
SWE,2003,2672.563,Sweden
SWE,2004,2772.509,Sweden
SWE,2005,2810.035,Sweden
SWE,2006,3000.961,Sweden
SWE,2007,3215.033,Sweden
SWE,2008,3402.014,Sweden
SWE,2009,3439.68,Sweden
SWE,2010,3409.541,Sweden
SWE,2011,4468.222,Sweden
SWE,2012,4699.39,Sweden
SWE,2013,4745.65,Sweden
SWE,2014,4884.905,Sweden
SWE,2015,5028.591,Sweden
SWE,2016,5161.533,Sweden
SWE,2017,5248.824,Sweden
SWE,2018,5451.423,Sweden
SWE,2019,5790.793,Sweden
SWE,2020,6067.976,Sweden
SWE,2021,6615.518,Sweden
SWE,2022,7056.99,Sweden
SWE,2023,7654.95,Sweden
SWE,2024,7905.695,Sweden
SWE,2025,7819.137,Sweden
USA,1970,326.961,United States
USA,1971,357.988,United States
USA,1972,397.097,United States
USA,1973,439.302,United States
USA,1974,495.114,United States
USA,1975,560.75,United States
USA,1976,638.851,United States
USA,1977,726.241,United States
USA,1978,808.884,United States
USA,1979,908.963,United States
USA,1980,1036.3,United States
USA,1981,1191.537,United States
USA,1982,1329.669,United States
USA,1983,1451.945,United States
USA,1984,1590.667,United States
USA,1985,1735.156,United States
USA,1986,1847.773,United States
USA,1987,1976.103,United States
USA,1988,2195.398,United States
USA,1989,2424.486,United States
USA,1990,2684.584,United States
