country_code,country_name,year,hightech_exports_pct
AUS,Australia,2007,14.5386487572346
AUS,Australia,2008,15.3573763049257
AUS,Australia,2009,16.6713030684396
AUS,Australia,2010,16.5133012608061
AUS,Australia,2011,17.9516177655559
AUS,Australia,2012,17.2855553325245
AUS,Australia,2013,18.0075143774834
AUS,Australia,2014,18.9961304703814
AUS,Australia,2015,19.6921472541598
AUS,Australia,2016,20.6275044745549
AUS,Australia,2017,18.0967924595604
AUS,Australia,2018,18.1371018191307
AUS,Australia,2019,21.2199332352628
AUS,Australia,2020,21.4757898705835
AUS,Australia,2021,22.3940766008599
AUS,Australia,2022,25.8318704116272
AUS,Australia,2023,25.2582777120781
AUS,Australia,2024,25.1586416457084
CAN,Canada,2007,14.7696951856267
CAN,Canada,2008,15.1830451903737
CAN,Canada,2009,17.8727014855854
CAN,Canada,2010,15.5005412945327
CAN,Canada,2011,14.7126429740351
CAN,Canada,2012,15.6186928492244
CAN,Canada,2013,15.4941329115402
CAN,Canada,2014,14.6664530922053
CAN,Canada,2015,14.8286795335378
CAN,Canada,2016,14.0996116936098
CAN,Canada,2017,14.3488055729531
CAN,Canada,2018,15.4222842964733
CAN,Canada,2019,17.1309209127166
CAN,Canada,2020,16.7587089775244
CAN,Canada,2021,16.33762888714
CAN,Canada,2022,15.1489765380468
CAN,Canada,2023,16.3717954388263
CAN,Canada,2024,16.7779029827711
CHE,Switzerland,2007,23.6373793222083
CHE,Switzerland,2008,24.704650878
CHE,Switzerland,2009,26.3823815882319
CHE,Switzerland,2010,25.8090118685212
CHE,Switzerland,2011,25.2735394877831
CHE,Switzerland,2012,26.0587678960902
CHE,Switzerland,2013,26.7510678341774
CHE,Switzerland,2014,26.6587283403628
CHE,Switzerland,2015,27.0515100038866
CHE,Switzerland,2016,27.335457169438
CHE,Switzerland,2017,14.0238568621919
CHE,Switzerland,2018,13.3182169315591
CHE,Switzerland,2019,12.9094936723953
CHE,Switzerland,2020,12.8450867094278
CHE,Switzerland,2021,14.2350632729725
CHE,Switzerland,2022,29.9881397976664
CHE,Switzerland,2023,29.3340286978728
CHE,Switzerland,2024,29.6239015157944
DEU,Germany,2007,15.4623925898068
DEU,Germany,2008,15.076241600562
DEU,Germany,2009,16.7942910292468
DEU,Germany,2010,16.8896855327149
DEU,Germany,2011,16.3417186285114
DEU,Germany,2012,17.2272861923698
DEU,Germany,2013,17.2979906043683
DEU,Germany,2014,17.2097149731509
DEU,Germany,2015,17.8243752766447
DEU,Germany,2016,18.0827014214761
DEU,Germany,2017,15.850578794452
DEU,Germany,2018,15.7474335584013
DEU,Germany,2019,16.3869405629417
DEU,Germany,2020,15.5031959869375
DEU,Germany,2021,15.3851048227765
DEU,Germany,2022,17.4981505573659
DEU,Germany,2023,17.7818374796623
DEU,Germany,2024,17.9772990379432
DNK,Denmark,2007,18.2573624878991
DNK,Denmark,2008,16.8570341112745
DNK,Denmark,2009,18.9310512130896
DNK,Denmark,2010,15.4688409278647
DNK,Denmark,2011,15.2745652031744
DNK,Denmark,2012,15.826335095061
DNK,Denmark,2013,15.822591156063
DNK,Denmark,2014,15.7179605296799
DNK,Denmark,2015,17.1655001970314
DNK,Denmark,2016,14.8833242354843
DNK,Denmark,2017,12.4279222825429
DNK,Denmark,2018,12.3547301877073
DNK,Denmark,2019,12.039996737934
DNK,Denmark,2020,13.2343925466707
DNK,Denmark,2021,13.9247982031326
DNK,Denmark,2022,15.988289228272
DNK,Denmark,2023,17.1321575837404
DNK,Denmark,2024,17.6194498489345
FIN,Finland,2007,21.7677559554834
FIN,Finland,2008,21.4878899291626
FIN,Finland,2009,18.0159799627138
FIN,Finland,2010,13.1468637622035
FIN,Finland,2011,11.0754610454262
FIN,Finland,2012,10.4739136902235
FIN,Finland,2013,9.02643257926868
FIN,Finland,2014,10.0525206084322
FIN,Finland,2015,10.1842827866076
FIN,Finland,2016,10.052829776298
FIN,Finland,2017,9.6573147330322
FIN,Finland,2018,9.01765355032152
FIN,Finland,2019,9.21470120593618
FIN,Finland,2020,9.98230025285834
FIN,Finland,2021,10.2937538536253
FIN,Finland,2022,9.62392843667484
FIN,Finland,2023,9.71402259549133
FIN,Finland,2024,9.28522659633957
FRA,France,2007,20.1428349498868
FRA,France,2008,21.4617976728355
FRA,France,2009,24.123557619924
FRA,France,2010,26.3233800074675
FRA,France,2011,25.1193585926138
FRA,France,2012,26.6906319566323
FRA,France,2013,27.1817177565412
FRA,France,2014,27.4702736686884
FRA,France,2015,28.2116908505326
FRA,France,2016,27.9331801598168
FRA,France,2017,26.0180218998669
FRA,France,2018,25.9347849255776
FRA,France,2019,26.9265976407414
FRA,France,2020,21.1920405248012
FRA,France,2021,22.305003085565
FRA,France,2022,21.9264611257156
FRA,France,2023,22.3835449721792
FRA,France,2024,23.1371073769038
GBR,United Kingdom,2007,20.8808205935258
GBR,United Kingdom,2008,20.6167865586516
GBR,United Kingdom,2009,20.4685287071557
GBR,United Kingdom,2010,23.3036586296348
GBR,United Kingdom,2011,23.3057218186911
GBR,United Kingdom,2012,23.460196722755
GBR,United Kingdom,2013,23.5876424891453
GBR,United Kingdom,2014,22.2044750130662
GBR,United Kingdom,2015,22.3335907744673
GBR,United Kingdom,2016,23.5591126028431
GBR,United Kingdom,2017,22.6194649609659
GBR,United Kingdom,2018,22.3331118559009
GBR,United Kingdom,2019,23.0942001089205
